countryID,countryName,pollutantID,year,population,concentration,emission11,emission1A1,emission1A2,emission1A3,emission1Ax,emission1B,emission2,emission3,emission5
DE,Germany,PM2.5,2011,81751602,17.612759,0.07939400,10.31315425,3.66086277,45.39512755,36.36758494,0.98875874,29.67350592,7.63979954,0.00729600
DE,Germany,PM2.5,2012,80327900,14.665795,0.09979900,9.54438498,3.05721333,42.53491510,33.57936999,1.01489462,29.26839650,7.91523673,0.00741312
DE,Germany,PM2.5,2013,80523746,15.372603,0.07382900,9.76456493,3.10298685,39.09111369,35.24681781,0.99718040,28.96790520,8.18905627,0.00770560
DK,Denmark,NO2,1990,NULL,41.840000,0.00000000,94.44696029,23.10845294,197.48171630,29.16902080,0.15073781,0.88691419,22.91555398,0.07258186
DK,Denmark,NO2,1991,5146469,46.463333,0.00000000,136.01751225,25.32807371,192.39932348,31.53384532,0.28800467,0.80743601,22.70491711,0.07347934
DK,Denmark,NO2,1992,5162126,43.323333,0.00000000,95.81515594,25.99831060,193.32292743,29.44679488,0.29697311,0.72635639,21.74456811,0.07709482
DK,Denmark,NO2,1993,5180614,41.465000,0.00000000,99.07274039,25.89122018,222.88624219,30.29274702,0.25864698,0.67519736,20.43642216,0.07454786
DK,Denmark,NO2,1994,5196642,42.030000,0.00000000,103.23248751,25.81806068,235.05124927,29.75777488,0.46160955,0.67495516,19.88290059,0.07451835
DK,Denmark,NO2,1995,5215718,36.510000,0.00000000,88.57715554,26.19342828,236.70646552,31.47301581,0.20089216,0.69265602,19.28955902,0.08048195
DK,Denmark,NO2,1996,5251027,32.233333,0.00000000,126.43405150,27.36097881,229.33870425,30.96439101,0.22394840,0.59390979,18.26152374,0.08060643
DK,Denmark,NO2,1997,5275121,29.770000,0.00000000,85.55671058,27.88962233,217.12548879,29.93911447,0.31205966,0.67198027,18.08197786,0.07765645
DK,Denmark,NO2,1998,5294860,27.548333,0.00000000,71.02264287,28.27867487,209.48780137,29.91807651,0.23193941,0.52289421,18.06052551,0.07331847
DK,Denmark,NO2,1999,5313577,30.411667,0.00000000,59.53384924,27.40578892,199.96908841,30.92342411,0.48676389,0.55689964,17.12951552,0.07787990
DK,Denmark,NO2,2000,5330020,27.381667,0.00000000,50.68449413,27.75667197,196.68327452,33.62128182,0.32060212,0.51211656,16.45147167,0.07781827
DK,Denmark,NO2,2001,5349212,26.970000,0.00000000,50.74891980,27.39529036,177.64733160,34.43965074,0.34248215,0.48637416,15.95822823,0.07777103
DK,Denmark,NO2,2002,5368354,33.654444,0.00000000,52.58560646,25.83092826,158.47957015,34.39244228,0.30115740,0.49725779,15.07325041,0.07754407
DK,Denmark,NO2,2003,5383507,34.461111,0.00000000,63.29887827,24.68296259,163.45911239,34.05715931,0.29805344,0.56354677,15.04939186,0.08124088
DK,Denmark,NO2,2004,5397640,33.970000,0.00000000,51.84980583,24.19059294,151.02472786,31.75077880,0.33516012,0.37702567,15.32158634,0.07750629
DK,Denmark,NO2,2005,5415619,33.366667,0.00000000,45.92827998,23.55635820,151.67502037,33.52396655,0.25738375,0.09991520,15.23492876,0.08052332
DK,Denmark,NO2,2006,5437480,34.353333,0.00000000,50.57766968,23.41124974,171.35177800,31.37035268,0.24859427,0.11467769,14.45040192,0.08652171
DK,Denmark,NO2,2007,5461955,29.971111,0.00000000,41.74363884,21.90204710,176.02428144,29.15805860,0.25708940,0.07157835,14.84878583,0.09287418
DK,Denmark,NO2,2008,5487775,29.551250,0.00000000,32.95337496,19.84865195,155.30683288,29.69952237,0.19448093,0.06766686,15.69813570,0.09539140
DK,Denmark,NO2,2009,5513673,30.588889,0.00000000,28.35379112,14.64041965,111.38825852,28.36325279,0.12781763,0.07036623,14.78641106,0.09422448
DK,Denmark,NO2,2010,5538380,30.543333,0.00000000,27.17899364,14.77970978,125.21994028,26.68975534,0.17352651,0.05673607,14.30629634,0.09061137
DK,Denmark,NO2,2011,5560628,28.468889,0.00000000,23.97990513,13.86771287,124.20173481,25.38161489,0.12104932,0.05594630,14.51326556,0.08833908
DK,Denmark,NO2,2012,5580516,27.170000,0.00000000,21.11108800,12.62317261,104.17013914,23.44771952,0.11883690,0.07690078,14.01298285,0.08417485
DK,Denmark,NO2,2013,5602628,27.814444,0.00000000,19.72277377,12.10255785,111.27317680,23.21185181,0.12313282,0.07788645,14.36999159,0.08363775
DK,Denmark,PM10,2001,5349212,47.900000,0.00000000,1.05658439,1.68395173,11.01959073,14.91612554,0.42703344,3.74249885,12.61717381,0.27808566
DK,Denmark,PM10,2002,5368354,48.540000,0.00000000,1.10605762,1.48440362,8.63222229,14.72353511,0.38585419,3.49379184,11.49247335,0.27232516
DK,Denmark,PM10,2003,5383507,49.400000,0.00000000,1.17788316,1.44353212,8.13728892,16.32923954,0.58093656,6.07775437,11.29561397,0.29198248
DK,Denmark,PM10,2004,5397640,43.596250,0.00000000,0.95680774,1.39816219,7.55406561,17.00464885,0.46695863,6.40616669,11.39501360,0.26645439
DK,Denmark,PM10,2005,5415619,46.626364,0.00000000,0.78218789,1.31363575,9.23361843,18.87435034,0.37008563,5.95020472,11.66349315,0.27488157
DK,Denmark,PM10,2006,5437480,52.064000,0.00000000,0.87804556,1.37066566,11.29066462,19.70866890,0.52927906,6.49120121,11.47958246,0.28347962
DK,Denmark,PM10,2007,5461955,45.662857,0.00000000,0.91351009,1.32014470,5.68781572,23.40128755,0.49557243,6.64315321,11.52182859,0.27464031
DK,Denmark,PM10,2008,5487775,41.800000,0.00000000,0.78509157,1.26355267,4.88920044,21.66724850,0.46023076,6.18247365,11.32688966,0.32731506
DK,Denmark,PM10,2009,5513673,34.950000,0.00000000,0.72797648,0.87343961,3.48536590,20.06839455,0.40653764,4.02105853,11.53494200,0.32238743
DK,Denmark,PM10,2010,5538380,35.752500,0.00000000,0.69559570,0.96659179,3.48847346,20.40208074,0.27956951,4.94583061,11.72429255,0.28671133
DK,Denmark,PM10,2011,5560628,48.280000,0.00000000,0.66292128,0.93364998,3.34233502,17.66953877,0.37175791,2.64430770,11.62933466,0.27296634
DK,Denmark,PM10,2012,5580516,37.120000,0.00000000,0.61763155,0.87542322,2.84018046,16.29996269,0.24206570,2.83419179,11.42119244,0.24348578
DK,Denmark,PM10,2013,5602628,38.520000,0.00000000,0.82740980,0.84083838,2.87776775,15.10255419,0.30104569,2.62727377,11.27067506,0.24236374
DK,Denmark,PM2.5,2004,5397640,12.340000,0.00000000,0.78952025,1.24259469,7.28609662,16.50191458,0.05686881,2.91080261,2.02931571,0.26616834
DK,Denmark,PM2.5,2005,5415619,13.030000,0.00000000,0.64396390,1.18541332,8.95649726,18.30863520,0.04436616,2.43526301,2.07460406,0.27455653
DK,Denmark,PM2.5,2006,5437480,11.780000,0.00000000,0.73150524,1.20733445,10.99544511,19.11885094,0.06011799,2.59373404,2.04126648,0.28307486
DK,Denmark,PM2.5,2007,5461955,12.595000,0.00000000,0.76264103,1.17142537,5.40751124,22.70110097,0.05691909,2.72577217,2.03147262,0.27419657
DK,Denmark,PM2.5,2008,5487775,15.151429,0.00000000,0.65788144,1.11961904,4.61682088,21.02710000,0.05145362,2.54607069,1.97088544,0.32685933
DK,Denmark,PM2.5,2009,5513673,13.610000,0.00000000,0.60726565,0.78773049,3.23166026,19.49500123,0.04415239,1.47915113,2.03317214,0.32192919
DK,Denmark,PM2.5,2010,5538380,14.862857,0.00000000,0.57131548,0.89337059,3.23320804,19.82176399,0.03276964,2.06883786,2.01537474,0.28623030
DK,Denmark,PM2.5,2011,5560628,17.428571,0.00000000,0.54389367,0.86161690,3.08149761,17.17546910,0.04040343,0.70875213,1.99255598,0.27269664
DK,Denmark,PM2.5,2012,5580516,12.486000,0.00000000,0.50663612,0.80911163,2.58525366,15.85292541,0.02726137,0.72325061,1.99054659,0.24321192
DK,Denmark,PM2.5,2013,5602628,10.958333,0.00000000,0.67352120,0.76743612,2.62332273,14.69418247,0.03364946,0.70771949,1.99058498,0.24210995
EE,Estonia,NO2,1997,1405996,37.050000,0.00000000,14.26000000,3.08248000,27.65286500,12.92914800,0.00000000,0.15577500,0.56854600,0.02289100
EE,Estonia,NO2,1998,1393074,33.310000,0.00000000,13.88000000,2.26488300,26.54658300,10.35605700,0.00000000,0.14368600,0.68414200,0.02203200
EE,Estonia,NO2,1999,1379237,29.630000,0.00000000,13.49000000,1.53356900,27.44236600,9.16483900,0.00000000,0.19389600,0.54896900,0.02269700
EE,Estonia,NO2,2000,1370052,29.290000,0.00000000,12.78000000,2.96087100,26.58225400,9.56931000,0.01000000,0.20352600,0.61332920,0.02306800
EE,Estonia,NO2,2001,1366959,23.955000,0.00000000,13.37000000,3.25302300,27.39058800,9.31872000,0.01000000,0.34352900,0.54366700,0.01729100
EE,Estonia,NO2,2002,1361242,24.830000,0.00000000,13.28000000,2.86618100,28.94306800,10.68659300,0.01000000,0.13418000,0.46806600,0.01884500
EE,Estonia,NO2,2003,1356045,25.545000,0.00000000,15.68000000,3.37241100,25.83194900,10.92494600,0.01000000,0.16525400,0.63938500,0.01988700
EE,Estonia,NO2,2004,1351069,12.350000,0.00000000,14.18000000,3.05259900,28.25171700,10.31079800,0.00000000,0.36426100,0.67892900,0.01244300
EE,Estonia,NO2,2005,1378048,11.870000,0.00000000,12.40000000,2.99259900,25.18037700,8.87532700,0.01000000,0.18476200,0.55407080,0.01229800
EE,Estonia,NO2,2006,1366532,22.260000,0.00000000,10.89000000,3.14655900,32.64648800,8.49389400,0.01000000,0.27505300,0.61931700,0.01279000
EE,Estonia,NO2,2007,1361525,21.795000,0.00000000,14.10000000,3.10935100,35.19104800,10.02148200,0.01000000,0.25782100,0.68017000,0.01173700
EE,Estonia,NO2,2008,1363310,18.040000,0.00000000,12.29758360,3.27841210,33.62692100,10.07048810,0.01720800,0.30087170,0.95363700,0.01887600
EE,Estonia,NO2,2009,1364112,13.610000,0.00000000,10.63725790,2.15640330,29.39204200,9.98548100,0.03562380,0.06192050,0.74103400,0.02640700
EE,Estonia,NO2,2010,1365275,15.575000,0.00000000,15.28266300,2.63714100,29.99269600,10.19780300,0.03512800,0.03944300,0.77542000,0.02726700
EE,Estonia,NO2,2011,1294455,13.830000,0.00000000,15.11110700,3.06999600,26.05235300,9.27436881,0.03184950,0.06561130,0.80668900,0.02660300
EE,Estonia,NO2,2012,1325217,14.310000,0.00000000,12.20975800,2.75576012,43.03626600,9.30970385,0.01890138,0.04993130,0.88994000,0.02639200
EE,Estonia,NO2,2013,1320174,14.762500,0.00000000,10.64838200,3.01311763,43.72805700,8.53924919,0.02368800,0.20387400,0.90787230,0.03272500
EE,Estonia,PM10,2001,1366959,39.500000,0.00000000,20.47000000,3.19081300,1.06129300,5.15280400,0.08476000,0.71262300,1.00377024,0.31105400
EE,Estonia,PM10,2002,1361242,58.500000,0.00000000,15.21000000,3.94828600,1.25591000,5.10249200,0.08000000,1.00852200,1.03919076,0.32614400
EE,Estonia,PM10,2003,1356045,50.000000,0.00000000,11.43300000,4.50049300,1.17095900,4.61355100,0.09700000,0.94054600,1.04142956,0.30639500
EE,Estonia,PM10,2004,1351069,31.000000,0.00000000,10.97000000,4.94423600,1.45112000,4.41378100,0.07000000,1.30095300,1.07589704,0.22593800
EE,Estonia,PM10,2005,1378048,36.000000,0.00000000,8.95000000,4.94423600,1.22725900,3.94341700,0.09000000,1.24699790,1.25059364,0.23363400
EE,Estonia,PM10,2006,1366532,46.000000,0.00000000,5.42000000,2.15466601,1.80512900,3.82213000,0.11000000,1.32579200,1.27540548,0.23702300
EE,Estonia,PM10,2007,1361525,44.000000,0.00000000,11.94000000,1.96675200,2.10067600,4.02441400,0.09000000,1.24690000,1.38259144,0.20783800
EE,Estonia,PM10,2008,1363310,21.000000,0.00000000,6.50912843,3.83504900,2.11300300,3.74436227,0.10166490,1.36045020,1.15512716,0.18866100
EE,Estonia,PM10,2009,1364112,27.580000,0.00000000,5.80298531,2.22619470,1.83915400,3.70285097,0.14165040,0.85864299,1.09504256,0.17155800
EE,Estonia,PM10,2010,1365275,28.740000,0.00000000,13.59280300,2.56871600,1.80141800,3.81677000,0.16988400,0.77271100,1.11048800,0.13885800
EE,Estonia,PM10,2011,1294455,26.866667,0.00000000,25.52770800,2.33099000,1.52334900,3.28459591,0.18652260,0.65078400,1.17441900,0.13183400
EE,Estonia,PM10,2012,1325217,24.000000,0.00000000,5.30384500,1.38142716,2.58773700,3.10558349,0.18184789,0.57203500,1.22776000,0.12942500
EE,Estonia,PM10,2013,1320174,29.533333,0.00000000,8.69133300,2.01803206,2.90910644,3.15183389,0.10273500,0.81483600,1.17667900,0.11546770
EE,Estonia,PM2.5,2007,1361525,10.930000,0.00000000,5.70000000,1.49675200,1.94006500,3.76245400,0.01000000,0.54204700,0.13956194,0.18995100
EE,Estonia,PM2.5,2008,1363310,5.430000,0.00000000,3.39163417,3.27021170,1.94570000,3.53653316,0.01356900,0.60695840,0.12901716,0.17203900
EE,Estonia,PM2.5,2009,1364112,9.063333,0.00000000,3.19655685,1.63696270,1.68940200,3.51003150,0.03098640,0.33549456,0.12787806,0.15749400
EE,Estonia,PM2.5,2010,1365275,9.033333,0.00000000,6.84537600,2.20277600,1.65456100,3.63156100,0.03415100,0.31790100,0.12910500,0.12572600
EE,Estonia,PM2.5,2011,1294455,7.200000,0.00000000,11.93567700,2.03581700,1.39918700,3.12128091,0.04204320,0.23638200,0.13217500,0.11828300
EE,Estonia,PM2.5,2012,1325217,8.260000,0.00000000,2.85525100,1.28003616,2.36413200,2.96704849,0.05130653,0.20067600,0.13789300,0.11654400
EE,Estonia,PM2.5,2013,1320174,7.990000,0.00000000,4.78360300,1.82676406,2.65350832,3.01257139,0.02120100,0.33610200,0.13526100,0.10191700
ES,Spain,NO2,1991,38872268,69.060000,9.90233588,268.19758527,210.86625764,1032.64114938,135.89348576,5.76749117,9.58351571,23.74184162,1.52515858
ES,Spain,NO2,1992,38965077,65.432000,4.54464704,281.33180878,192.58186119,1083.62229748,139.47029074,5.06587011,8.61395428,23.35907470,1.71530253
ES,Spain,NO2,1993,39056587,63.865714,3.77582074,276.05567650,185.88484962,1035.43560141,141.10969370,8.10604532,7.05975714,23.48708711,1.62954701
ES,Spain,NO2,1995,39196779,62.241667,6.97072117,303.97351950,219.13326964,973.24144598,144.25534640,5.15370649,8.02859014,23.66124858,0.73641346
ES,Spain,NO2,1996,39669394,60.486250,3.35409602,265.45245974,201.08671551,1086.38299332,146.95107226,5.66986070,7.90798156,25.21781666,0.65871970
ES,Spain,NO2,1997,39805472,52.814583,5.40372562,313.09941935,207.44107586,1099.89970501,149.02656647,4.95725542,8.26386028,26.13648194,0.49712931
ES,Spain,NO2,1998,39852651,49.451304,6.86155965,287.91646437,214.41511233,1134.77713098,153.78881406,5.04906884,8.22207590,25.11381682,0.46744745
ES,Spain,NO2,1999,40202158,48.434545,4.13410360,323.45871118,223.59763717,1115.32471569,158.37021375,4.83436778,8.36050580,24.09459125,0.45440478
ES,Spain,NO2,2000,40499791,43.498871,9.65606760,341.55813454,232.41160915,1118.09795930,159.49860921,4.95297240,8.38390046,22.05768619,0.45569975
ES,Spain,NO2,2001,40847371,42.705181,4.81310438,311.31805539,238.79505820,1157.58966645,161.68999905,5.27515777,8.42715722,21.03253025,0.27079854
ES,Spain,NO2,2002,41837894,39.358481,5.96886764,354.37641493,248.71686818,1158.37340929,162.14358417,5.48770019,8.04323543,18.69523016,0.30682175
ES,Spain,NO2,2003,42717064,39.837093,6.77335049,330.06385720,264.19064388,1178.97573050,159.54442152,5.21129669,8.07532696,22.09194321,0.29589104
ES,Spain,NO2,2004,43197684,37.929878,9.66174067,354.87472461,262.68635172,1217.62168884,160.23270769,5.60586834,7.54684069,20.12523916,0.18625333
ES,Spain,NO2,2005,44108530,40.810534,9.71331161,357.75791613,264.90591561,1259.26791808,158.59735630,5.03351465,7.67923812,18.36679053,0.19204892
ES,Spain,NO2,2006,44708964,36.033363,9.38285297,339.40168648,235.06324476,1279.58622297,157.86901049,5.16031407,7.52399649,20.14372872,0.18434969
ES,Spain,NO2,2007,45200737,35.515403,3.97026233,351.15034538,240.00798825,1276.18802737,152.93062028,5.06420802,7.57592271,20.60383964,0.31110207
ES,Spain,NO2,2008,46157822,31.890960,3.31686349,241.67119355,221.67795602,1237.58136341,150.98364132,5.06835444,7.29480122,19.42986842,0.30977697
ES,Spain,NO2,2009,46880105,32.943172,5.13420398,200.20895910,185.14564230,1170.82579658,149.69927932,4.57498288,6.50404127,20.65675631,0.23577887
ES,Spain,NO2,2010,47021031,31.052517,3.30727350,146.68829499,185.12063073,1124.17247782,150.19791087,4.49167530,7.34148552,21.24964655,0.24350245
ES,Spain,NO2,2011,46815916,29.642548,5.68956692,199.23662133,168.58155512,1110.15217434,144.94440417,4.55211344,7.38538922,21.73493023,0.23110582
ES,Spain,NO2,2012,47265321,28.873819,11.91456249,211.95651696,164.12350067,1060.55142140,141.67175053,5.38978283,6.93966006,17.58856496,0.26148669
ES,Spain,NO2,2013,47129783,26.245000,3.84882820,162.61049336,151.11231468,928.45844355,132.25172620,5.66433822,7.05629693,23.49603976,0.26396565
ES,Spain,PM10,1997,39805472,56.921250,0.00000000,28.93881411,19.06844017,79.01093288,32.75277117,2.03256029,18.70656596,33.63854434,0.04044077
ES,Spain,PM10,1998,39852651,64.661538,0.00000000,28.91129405,19.27110178,82.32217437,32.66808820,2.03256029,20.62338659,34.52685617,0.04114673
ES,Spain,PM10,1999,40202158,62.090385,0.00000000,28.86691732,19.55030984,85.19321751,32.49825910,2.03256029,22.53541758,35.28581654,0.04193835
ES,Spain,PM10,2000,40499791,62.813750,0.00000000,28.84120987,19.93011035,85.50904189,32.32712938,2.03256029,25.49373674,35.72801144,0.04107773
ES,Spain,PM10,2001,40847371,57.286250,0.00000000,26.00669363,19.55845361,92.55029664,32.21795130,1.94000122,26.89534956,37.48252192,0.04237758
ES,Spain,PM10,2002,41837894,53.282041,0.00000000,29.08153654,20.51787170,93.35560570,32.05558304,1.93798286,28.81439459,38.00185350,0.04357422
ES,Spain,PM10,2003,42717064,55.745714,0.00000000,25.32472315,22.41439447,95.57805761,31.86637896,1.83410974,32.22575011,38.15846162,0.04224917
ES,Spain,PM10,2004,43197684,57.182881,0.00000000,25.34573170,21.02959704,96.41301308,31.94115436,2.00039823,34.80547057,38.75025765,0.04069722
ES,Spain,PM10,2005,44108530,55.033402,0.00000000,24.63135195,20.30350826,102.39832031,31.66528451,1.88791628,37.05372096,40.39906357,0.04201687
ES,Spain,PM10,2006,44708964,56.677733,0.00000000,21.51679064,18.16754594,106.45434053,31.81368259,1.91710243,42.07716216,39.34035200,0.03603291
ES,Spain,PM10,2007,45200737,52.850972,0.00000000,22.24420620,17.36473167,106.85135095,31.50906174,1.84987262,40.27182704,40.14951867,0.03508673
ES,Spain,PM10,2008,46157822,46.361852,0.00000000,11.73152767,17.41831685,104.12912373,31.64728264,1.63652077,29.65073875,40.60455630,0.03627249
ES,Spain,PM10,2009,46880105,42.406022,0.00000000,7.66325822,15.09633707,101.76957474,37.72990198,1.45156602,21.99257834,39.11332675,0.03563379
ES,Spain,PM10,2010,47021031,37.310606,0.00000000,6.13209497,15.16272481,96.02817240,35.80732336,1.49071205,17.90270540,38.71662900,0.03796559
ES,Spain,PM10,2011,46815916,38.561635,0.00000000,8.07611972,14.67588421,97.89347234,35.54335598,1.47835953,14.87639389,39.48683181,0.03383864
ES,Spain,PM10,2012,47265321,37.435368,0.00000000,8.95412454,13.22788037,94.98902121,35.76348751,1.15823902,11.17243264,38.61550921,0.03279562
ES,Spain,PM10,2013,47129783,32.139783,0.00000000,7.10289620,10.84217254,80.32745561,35.58114835,1.12504660,11.03175968,38.76701366,0.03428186
ES,Spain,PM2.5,2004,43197684,18.070000,0.00000000,13.89823567,16.40329751,94.70482474,30.13665233,0.81341942,4.91130601,4.74106290,0.03622317
ES,Spain,PM2.5,2005,44108530,16.796154,0.00000000,14.10916990,16.08070373,100.64193035,29.87839793,0.77162429,5.13600087,4.76636387,0.03877012
ES,Spain,PM2.5,2006,44708964,17.260000,0.00000000,12.72104134,14.31163456,104.66297860,29.98761265,0.79679135,5.57782581,4.71800452,0.03502468
ES,Spain,PM2.5,2007,45200737,16.106667,0.00000000,13.76774283,13.84615169,105.00095327,29.72825038,0.77734676,5.34695086,4.84984285,0.03411652
ES,Spain,PM2.5,2008,46157822,13.867500,0.00000000,8.48376460,13.42510896,102.34766918,29.83542101,0.72381617,4.19331021,4.74079183,0.03522703
ES,Spain,PM2.5,2009,46880105,13.749091,0.00000000,6.11310160,11.39610867,100.06188385,35.58569434,0.63818183,3.21324227,4.61593691,0.03450236
ES,Spain,PM2.5,2010,47021031,12.045517,0.00000000,5.07149927,11.21302809,94.37156437,33.78754341,0.66384933,2.86975748,4.65563321,0.03676317
ES,Spain,PM2.5,2011,46815916,12.933500,0.00000000,6.36776753,10.71230722,96.29711701,33.56960259,0.70613255,2.51327302,4.67949675,0.03253204
ES,Spain,PM2.5,2012,47265321,12.596667,0.00000000,6.88545164,9.64227564,93.48049530,33.78316714,0.52590635,2.16394024,4.60736714,0.03134407
ES,Spain,PM2.5,2013,47129783,10.537222,0.00000000,5.54222584,8.15200582,78.88369146,33.67556079,0.52189195,2.09240522,4.57236321,0.03278179
FI,Finland,NO2,1990,NULL,42.480000,0.00000000,41.80000000,33.48148000,172.90990649,56.88585900,0.00000000,5.00000000,0.11292371,0.10000000
FI,Finland,NO2,1991,4998478,40.260000,0.00000000,45.70000000,33.33716000,188.12211000,52.93642500,0.00000000,6.10000000,0.10265954,0.10000000
FI,Finland,NO2,1992,5029002,41.220000,0.00000000,44.70000000,45.35865000,195.26214700,50.72799000,0.00000000,6.82300000,0.08518349,0.20000000
FI,Finland,NO2,1993,5054982,39.585000,0.00000000,47.20000000,44.23522000,181.91329200,49.90515500,0.00000000,6.90000000,0.10591344,0.20000000
FI,Finland,NO2,1994,5077912,33.816667,0.00000000,48.50000000,46.93049000,129.94111500,50.48265400,0.00000000,7.10000000,0.10186576,0.20000000
FI,Finland,NO2,1995,5098754,31.013333,0.00000000,33.90000000,42.86234000,158.34414800,50.21555300,0.00000000,6.70000000,0.09413756,0.20000000
FI,Finland,NO2,1996,5116826,32.500000,0.00000000,42.20000000,46.94807000,158.29532600,50.81478400,0.00000000,6.40000000,0.10237446,0.20000000
FI,Finland,NO2,1997,5132320,27.550000,0.00000000,37.90000000,43.51832000,123.15005600,52.06561800,0.00000000,6.60000000,0.10104693,0.20000000
FI,Finland,NO2,1998,5147349,29.870000,0.00000000,35.50000000,48.18562000,157.79463700,50.37073800,0.00000000,6.70000000,0.07526487,0.20000000
FI,Finland,NO2,1999,5159646,29.258333,0.00000000,31.70000000,20.08123000,156.11903000,56.07049200,0.00000000,7.20000000,0.07122688,0.00000000
FI,Finland,NO2,2000,5181115,27.505556,0.00000000,36.19500000,39.26062000,156.12647789,29.23551900,0.03900000,2.28100000,0.10038234,0.17300000
FI,Finland,NO2,2001,5194901,27.867273,0.00000000,54.55200000,37.43366000,144.44411764,29.13026700,0.05100000,2.31400000,0.08745817,0.18200000
FI,Finland,NO2,2002,5194901,29.498182,0.00000000,48.68870000,36.58717885,146.79879201,28.25991702,0.58571690,2.84758338,0.09020544,0.21285470
FI,Finland,NO2,2003,5206295,27.626154,0.00000000,60.78200000,34.67295000,143.01704411,32.30746600,0.98400000,6.14200000,0.08424405,0.23300000
FI,Finland,NO2,2004,5220833,28.437857,0.00000000,51.73242098,36.21670423,128.87452089,28.52098383,0.91931727,5.80030265,0.08353496,0.24888700
FI,Finland,NO2,2005,5236611,27.527500,0.00000000,33.98232160,32.59084045,123.93011270,27.56689977,0.36211000,5.66458039,0.08251841,0.23553520
FI,Finland,NO2,2006,5255580,27.261538,0.00000000,52.39625487,33.70608263,122.80165451,25.96852478,1.08441914,7.98107143,0.07361278,0.21018900
FI,Finland,NO2,2007,5276955,23.255000,0.00000000,50.19800000,37.51484000,111.66884700,26.08272500,1.07000000,8.55400000,0.08027732,0.21600000
FI,Finland,NO2,2008,5300484,21.512500,0.00000000,38.85776644,37.63163941,99.15301489,25.14248305,0.00000000,7.63162312,0.07829581,0.31736900
FI,Finland,NO2,2009,5326314,21.285000,0.00000000,39.20016212,29.28462572,81.83715260,24.50998185,0.44532000,5.22509798,0.07612930,0.31714820
FI,Finland,NO2,2010,5351427,25.929444,0.00000000,46.21500000,39.74443800,77.74863400,26.15844000,0.00000000,0.20500000,0.05130305,0.29300000
FI,Finland,NO2,2011,5375276,22.867895,0.00000000,38.72200000,39.67086600,73.04451020,22.63608400,0.00100000,0.58700000,0.05997999,0.30100000
FI,Finland,NO2,2012,5401267,19.621111,0.00000000,33.98555822,39.86433339,63.95384880,23.23729563,0.00001000,0.57104833,0.05884598,0.36095000
FI,Finland,NO2,2013,5426674,21.696667,0.00000000,35.26656753,35.24074427,60.72811980,21.87269690,0.00019000,0.63585682,0.07984449,0.51011800
FI,Finland,PM10,1993,5054982,42.870000,0.00000000,0.00000000,1.32375400,12.99720300,2.50425800,0.86286900,0.37748692,1.20512714,0.00000023
FI,Finland,PM10,1994,5077912,43.080000,0.00000000,0.00000000,1.31868000,12.72966400,2.48626400,2.07265300,0.37725039,1.22561653,0.00000023
FI,Finland,PM10,1995,5098754,56.710000,0.00000000,0.00000000,1.33722900,12.48170500,2.46749300,2.16681200,0.35946091,1.24360120,0.00000025
FI,Finland,PM10,1996,5116826,50.670000,0.00000000,0.00000000,1.32147600,12.17479800,2.33336900,2.26088100,0.36740720,1.27540977,0.00000027
FI,Finland,PM10,1997,5132320,39.545000,0.00000000,0.00000000,1.33095000,12.13685900,2.37345000,2.77522900,0.36850122,1.34382800,0.00000028
FI,Finland,PM10,1998,5147349,45.355000,0.00000000,0.00000000,1.35862600,11.81046900,2.42593300,0.43000700,0.36684761,1.28588797,0.00000030
FI,Finland,PM10,1999,5159646,32.020000,0.00000000,0.00000000,1.37182100,11.63355100,2.39998100,2.23535600,0.36397957,1.29416817,0.00000032
FI,Finland,PM10,2000,5181115,32.842000,0.00000000,2.32500000,11.92834500,11.40887041,21.48200000,1.09429400,3.88164000,2.02387454,0.01200033
FI,Finland,PM10,2001,5194901,27.582143,0.00000000,2.72104800,7.39422000,11.22788445,22.75856100,1.76548000,5.29494300,1.83694481,0.01149934
FI,Finland,PM10,2002,5194901,33.901538,0.00000000,2.04259800,6.64871589,11.09960533,23.03057287,2.37093200,5.95780553,1.90219249,0.01807877
FI,Finland,PM10,2003,5206295,32.220000,0.00000000,2.70400000,7.07968000,10.92161513,23.03177000,1.99382400,5.45900000,1.89489262,0.01200038
FI,Finland,PM10,2004,5220833,31.207647,0.00000000,2.94576198,8.56791035,10.74684704,22.46791897,0.84584800,7.22813419,1.79941497,0.01849503
FI,Finland,PM10,2005,5236611,34.358000,0.00000000,1.91710226,6.40138223,10.62590402,18.90811066,2.34268800,6.26114272,1.85331361,0.01602753
FI,Finland,PM10,2006,5255580,33.795625,0.00000000,2.69370160,5.81864673,10.51151390,18.28276202,3.53634765,6.03134128,1.78356717,0.01498418
FI,Finland,PM10,2007,5276955,29.775333,0.00000000,2.63198461,4.65614432,10.34978300,18.71519768,1.20506340,6.27154941,1.79779119,0.00439348
FI,Finland,PM10,2008,5300484,28.225333,0.00000000,2.12221249,4.17060654,9.90932923,20.95345280,1.28389180,5.11713860,1.87554780,0.00823042
FI,Finland,PM10,2009,5326314,26.552500,0.00000000,1.84974143,2.93652614,9.70794700,22.47784885,2.32382503,4.18338005,1.76345234,0.01021122
FI,Finland,PM10,2010,5351427,29.724737,0.00000000,1.97000000,3.77571900,9.65439400,25.44507800,2.04187756,4.18000000,1.60505255,0.00746205
