"popID";"cityID";"year";"population";"interpolation"
1;"AT001C1";1991;1539848;0
2;"AT001C1";1996;1595402;0
3;"AT001C1";1997;1609631;0
4;"AT001C1";1998;1606843;0
5;"AT001C1";1999;1608144;0
6;"AT001C1";2000;1615438;0
7;"AT001C1";2001;1550123;0
8;"AT001C1";2004;1598626;0
9;"AT001C1";2005;1632569;0
10;"AT001C1";2006;1652449;0
11;"AT001C1";2007;1661246;0
12;"AT001C1";2008;1674909;0
13;"AT001C1";2009;1687271;0
14;"AT001C1";2013;1741246;0
15;"AT002C1";1991;237810;0
16;"AT002C1";2001;226244;0
17;"AT002C1";2004;235477;0
18;"AT002C1";2005;241298;0
19;"AT002C1";2006;244997;0
20;"AT002C1";2007;247624;0
21;"AT002C1";2008;250738;0
22;"AT002C1";2009;253994;0
23;"AT002C1";2013;265778;0
24;"AT003C1";1991;203044;0
25;"AT003C1";2001;183504;0
26;"AT003C1";2004;185530;0
27;"AT003C1";2005;186781;0
28;"AT003C1";2006;187936;0
29;"AT003C1";2007;188393;0
30;"AT003C1";2008;188593;0
31;"AT003C1";2009;189122;0
32;"AT003C1";2013;191501;0
33;"AT004C1";2001;142662;0
34;"AT004C1";2004;145680;0
35;"AT004C1";2005;145124;0
36;"AT004C1";2006;146484;0
37;"AT004C1";2007;146845;0
38;"AT004C1";2008;147169;0
39;"AT004C1";2009;147732;0
40;"AT004C1";2013;145871;0
41;"AT005C1";2001;113392;0
42;"AT005C1";2004;114561;0
43;"AT005C1";2005;114438;0
44;"AT005C1";2006;115643;0
45;"AT005C1";2007;116370;0
46;"AT005C1";2008;117150;0
47;"AT005C1";2009;118035;0
48;"AT005C1";2013;122458;0
49;"AT006C1";2013;95450;0
50;"BE001C1";1990;964385;0
51;"BE001C1";1991;954045;0
52;"BE001C1";1992;951217;0
53;"BE001C1";1993;950339;0
54;"BE001C1";1994;949070;0
55;"BE001C1";1995;951580;0
56;"BE001C1";1996;948122;0
57;"BE001C1";1997;950597;0
58;"BE001C1";1998;953175;0
59;"BE001C1";1999;954460;0
60;"BE001C1";2000;964405;0
61;"BE001C1";2001;978384;0
62;"BE001C1";2002;978384;0
63;"BE001C1";2003;992041;0
64;"BE001C1";2004;999899;0
65;"BE001C1";2005;1006749;0
66;"BE001C1";2006;1018804;0
67;"BE001C1";2007;1031215;0
68;"BE001C1";2008;1048491;0
69;"BE001C1";2009;1068532;0
70;"BE001C1";2010;1089538;0
71;"BE001C1";2011;1136778;0
72;"BE001C1";2012;1159448;0
73;"BE001C1";2013;1174624;0
74;"BE001C1";2014;1183841;0
75;"BE002C1";1990;470349;0
76;"BE002C1";1991;467518;0
77;"BE002C1";1992;465783;0
78;"BE002C1";1993;465102;0
79;"BE002C1";1994;462880;0
80;"BE002C1";1995;459072;0
81;"BE002C1";1996;455852;0
82;"BE002C1";1997;453030;0
83;"BE002C1";1998;449745;0
84;"BE002C1";1999;447632;0
85;"BE002C1";2000;446525;0
86;"BE002C1";2001;448709;0
87;"BE002C1";2002;448709;0
88;"BE002C1";2003;452474;0
89;"BE002C1";2004;455148;0
90;"BE002C1";2005;457749;0
91;"BE002C1";2006;461496;0
92;"BE002C1";2007;466203;0
93;"BE002C1";2008;472071;0
94;"BE002C1";2009;477936;0
95;"BE002C1";2010;483505;0
96;"BE002C1";2011;498473;0
97;"BE002C1";2012;507368;0
98;"BE002C1";2013;512230;0
99;"BE002C1";2014;513915;0
100;"BE003C1";1990;230543;0
101;"BE003C1";1991;230246;0
102;"BE003C1";1992;230232;0
103;"BE003C1";1993;229821;0
104;"BE003C1";1994;228490;0
105;"BE003C1";1995;227483;0
106;"BE003C1";1996;226464;0
107;"BE003C1";1997;225469;0
108;"BE003C1";1998;224545;0
109;"BE003C1";1999;224074;0
110;"BE003C1";2000;224180;0
111;"BE003C1";2001;226220;0
112;"BE003C1";2002;226220;0
113;"BE003C1";2003;228016;0
114;"BE003C1";2004;229344;0
115;"BE003C1";2005;230951;0
116;"BE003C1";2006;233120;0
117;"BE003C1";2007;235143;0
118;"BE003C1";2008;237250;0
119;"BE003C1";2009;240049;0
120;"BE003C1";2010;243366;0
121;"BE003C1";2011;248358;0
122;"BE003C1";2012;249205;0
123;"BE003C1";2013;249754;0
124;"BE003C1";2014;251984;0
125;"BE004C1";1990;206779;0
126;"BE004C1";1991;206214;0
127;"BE004C1";1992;206903;0
128;"BE004C1";1993;207045;0
129;"BE004C1";1994;206898;0
130;"BE004C1";1995;206491;0
131;"BE004C1";1996;205591;0
132;"BE004C1";1997;204899;0
133;"BE004C1";1998;203853;0
134;"BE004C1";1999;202020;0
135;"BE004C1";2000;200827;0
136;"BE004C1";2001;200578;0
137;"BE004C1";2002;200578;0
138;"BE004C1";2003;200460;0
139;"BE004C1";2004;200608;0
140;"BE004C1";2005;201373;0
141;"BE004C1";2006;201300;0
142;"BE004C1";2007;201550;0
143;"BE004C1";2008;201593;0
144;"BE004C1";2009;202234;0
145;"BE004C1";2010;202598;0
146;"BE004C1";2011;204150;0
147;"BE004C1";2012;204762;0
148;"BE004C1";2013;204826;0
149;"BE004C1";2014;203640;0
150;"BE005C1";1990;196825;0
151;"BE005C1";1992;196303;0
152;"BE005C1";1993;196632;0
153;"BE005C1";1994;195389;0
154;"BE005C1";1995;192393;0
155;"BE005C1";1997;189510;0
156;"BE005C1";1998;188568;0
157;"BE005C1";1999;187538;0
158;"BE005C1";2001;351095;0
159;"BE005C1";2002;360068;0
160;"BE005C1";2003;359193;0
161;"BE005C1";2004;360361;0
162;"BE005C1";2005;360765;0
163;"BE005C1";2006;362932;0
164;"BE005C1";2007;365741;0
165;"BE005C1";2008;367612;0
166;"BE005C1";2009;369487;0
167;"BE005C1";2010;371880;0
168;"BE005C1";2011;377263;0
169;"BE005C1";2012;379978;0
170;"BE005C1";2013;382009;0
171;"BE005C1";2014;382637;0
172;"BE006C1";1990;117460;0
173;"BE006C1";1991;117063;0
174;"BE006C1";1992;116717;0
175;"BE006C1";1993;116871;0
176;"BE006C1";1994;116724;0
177;"BE006C1";1995;116273;0
178;"BE006C1";1996;115815;0
179;"BE006C1";1997;115500;0
180;"BE006C1";1998;115573;0
181;"BE006C1";1999;115991;0
182;"BE006C1";2000;116246;0
183;"BE006C1";2001;116836;0
184;"BE006C1";2002;116836;0
185;"BE006C1";2003;116811;0
186;"BE006C1";2004;117025;0
187;"BE006C1";2005;117327;0
188;"BE006C1";2006;117224;0
189;"BE006C1";2007;116982;0
190;"BE006C1";2008;117073;0
191;"BE006C1";2009;116969;0
192;"BE006C1";2010;116741;0
193;"BE006C1";2011;117260;0
194;"BE006C1";2012;117617;0
195;"BE006C1";2013;118145;0
196;"BE006C1";2014;117886;0
197;"BE009C1";2010;91759;0
198;"BE009C1";2011;92721;0
199;"BE009C1";2012;93398;0
200;"BE009C1";2013;94316;0
201;"BE009C1";2014;95357;0
202;"BE010C1";2010;74911;0
203;"BE010C1";2011;75223;0
204;"BE010C1";2012;75667;0
205;"BE010C1";2013;75687;0
206;"BE010C1";2014;75604;0
207;"BG001C1";1990;1141142;0
208;"BG001C1";1991;1140795;0
209;"BG001C1";1992;1107905;0
210;"BG001C1";1993;1113674;0
211;"BG001C1";1994;1116454;0
212;"BG001C1";1995;1116823;0
213;"BG001C1";1996;1112847;0
214;"BG001C1";1997;1114168;0
215;"BG001C1";1998;1122302;0
216;"BG001C1";1999;1133183;0
217;"BG001C1";2000;1142152;0
218;"BG001C1";2001;1091772;0
219;"BG001C1";2002;1113742;0
220;"BG001C1";2003;1127556;0
221;"BG001C1";2004;1138950;0
222;"BG001C1";2005;1148429;0
223;"BG001C1";2006;1154010;0
224;"BG001C1";2007;1156796;0
225;"BG001C1";2008;1162898;0
226;"BG001C1";2009;1165503;0
227;"BG001C1";2010;1165503;0
228;"BG001C1";2011;1202921;0
229;"BG001C1";2012;1208097;0
230;"BG001C1";2013;1213542;0
231;"BG001C1";2014;1221292;0
232;"BG002C1";1992;329972;0
233;"BG002C1";1993;345205;0
234;"BG002C1";1994;346330;0
235;"BG002C1";1995;344326;0
236;"BG002C1";1996;340538;0
237;"BG002C1";1997;339744;0
238;"BG002C1";1998;342584;0
239;"BG002C1";1999;344976;0
240;"BG002C1";2000;346073;0
241;"BG002C1";2001;338224;0
242;"BG002C1";2002;340475;0
243;"BG002C1";2003;340320;0
244;"BG002C1";2004;341464;0
245;"BG002C1";2005;341873;0
246;"BG002C1";2006;343662;0
247;"BG002C1";2007;345249;0
248;"BG002C1";2008;347600;0
249;"BG002C1";2009;348465;0
250;"BG002C1";2010;348465;0
251;"BG002C1";2011;338062;0
252;"BG002C1";2012;338184;0
253;"BG002C1";2013;339129;0
254;"BG002C1";2014;341041;0
255;"BG003C1";1990;314913;0
256;"BG003C1";1991;316231;0
257;"BG003C1";1992;308361;0
258;"BG003C1";1993;307200;0
259;"BG003C1";1994;304499;0
260;"BG003C1";1995;301421;0
261;"BG003C1";1996;300413;0
262;"BG003C1";1997;298571;0
263;"BG003C1";1998;299801;0
264;"BG003C1";1999;296204;0
265;"BG003C1";2000;292713;0
266;"BG003C1";2001;312889;0
267;"BG003C1";2002;313400;0
268;"BG003C1";2003;312155;0
269;"BG003C1";2004;312026;0
270;"BG003C1";2005;311796;0
271;"BG003C1";2006;311465;0
272;"BG003C1";2007;313983;0
273;"BG003C1";2008;318313;0
274;"BG003C1";2009;320837;0
275;"BG003C1";2010;320837;0
276;"BG003C1";2011;334486;0
277;"BG003C1";2012;334781;0
278;"BG003C1";2013;334744;0
279;"BG003C1";2014;335819;0
280;"BG004C1";1990;204915;0
281;"BG004C1";1991;211597;0
282;"BG004C1";1992;195138;0
283;"BG004C1";1993;198439;0
284;"BG004C1";1994;199869;0
285;"BG004C1";1995;199470;0
286;"BG004C1";1996;195897;0
287;"BG004C1";1997;194301;0
288;"BG004C1";1998;195255;0
289;"BG004C1";1999;194835;0
290;"BG004C1";2000;194216;0
291;"BG004C1";2001;192390;0
292;"BG004C1";2002;192566;0
293;"BG004C1";2003;190507;0
294;"BG004C1";2004;189529;0
295;"BG004C1";2005;189245;0
296;"BG004C1";2006;188887;0
297;"BG004C1";2007;187514;0
298;"BG004C1";2008;188861;0
299;"BG004C1";2009;193765;0
300;"BG004C1";2010;193765;0
301;"BG004C1";2011;200261;0
302;"BG004C1";2012;199484;0
303;"BG004C1";2013;199083;0
304;"BG004C1";2014;199364;0
305;"BG005C1";1990;138323;0
306;"BG005C1";1991;137466;0
307;"BG005C1";1992;130804;0
308;"BG005C1";1993;130354;0
309;"BG005C1";1994;127945;0
310;"BG005C1";1995;125029;0
311;"BG005C1";1996;123550;0
312;"BG005C1";1997;122625;0
313;"BG005C1";1998;121952;0
314;"BG005C1";1999;120591;0
315;"BG005C1";2000;119106;0
316;"BG005C1";2001;121880;0
317;"BG005C1";2002;119434;0
318;"BG005C1";2003;116938;0
319;"BG005C1";2004;115354;0
320;"BG005C1";2005;113700;0
321;"BG005C1";2006;113382;0
322;"BG005C1";2007;112570;0
323;"BG005C1";2008;112372;0
324;"BG005C1";2009;111426;0
325;"BG005C1";2010;111426;0
326;"BG005C1";2011;107101;0
327;"BG005C1";2012;105673;0
328;"BG005C1";2013;104416;0
329;"BG005C1";2014;103122;0
330;"BG006C1";1990;192365;0
331;"BG006C1";1991;190229;0
332;"BG006C1";1992;169886;0
333;"BG006C1";1993;170209;0
334;"BG006C1";1994;168609;0
335;"BG006C1";1995;168051;0
336;"BG006C1";1996;167352;0
337;"BG006C1";1997;166416;0
338;"BG006C1";1998;166467;0
339;"BG006C1";1999;166350;0
340;"BG006C1";2000;165594;0
341;"BG006C1";2001;161453;0
342;"BG006C1";2002;160006;0
343;"BG006C1";2003;158875;0
344;"BG006C1";2004;158201;0
345;"BG006C1";2005;157540;0
346;"BG006C1";2006;157526;0
347;"BG006C1";2007;156761;0
348;"BG006C1";2008;156959;0
349;"BG006C1";2009;156509;0
350;"BG006C1";2010;156509;0
351;"BG006C1";2011;149750;0
352;"BG006C1";2012;149134;0
353;"BG006C1";2013;148350;0
354;"BG006C1";2014;147817;0
355;"BG007C1";1990;67992;0
356;"BG007C1";1991;68164;0
357;"BG007C1";1992;62691;0
358;"BG007C1";1993;64029;0
359;"BG007C1";1994;64428;0
360;"BG007C1";1995;63560;0
361;"BG007C1";1996;62242;0
362;"BG007C1";1997;61968;0
363;"BG007C1";1998;61527;0
364;"BG007C1";1999;60570;0
365;"BG007C1";2000;59399;0
366;"BG007C1";2001;57395;0
367;"BG007C1";2002;55966;0
368;"BG007C1";2003;54299;0
369;"BG007C1";2004;53488;0
370;"BG007C1";2005;52558;0
371;"BG007C1";2006;51602;0
372;"BG007C1";2007;50547;0
373;"BG007C1";2008;50185;0
374;"BG007C1";2009;49471;0
375;"BG007C1";2010;49471;0
376;"BG007C1";2011;48095;0
377;"BG007C1";2012;47382;0
378;"BG007C1";2013;46877;0
379;"BG007C1";2014;46068;0
380;"BG008C1";2005;141480;0
381;"BG008C1";2006;141597;0
382;"BG008C1";2007;140303;0
383;"BG008C1";2008;140710;0
384;"BG008C1";2009;140456;0
385;"BG008C1";2010;140456;0
386;"BG008C1";2011;138329;0
387;"BG008C1";2012;137416;0
388;"BG008C1";2013;137881;0
389;"BG008C1";2014;137834;0
390;"BG009C1";2010;93781;0
391;"BG009C1";2011;91669;0
392;"BG009C1";2012;91042;0
393;"BG009C1";2013;90404;0
394;"BG009C1";2014;89723;0
395;"BG010C1";2010;92672;0
396;"BG010C1";2011;91045;0
397;"BG010C1";2012;90375;0
398;"BG010C1";2013;89627;0
399;"BG010C1";2014;88807;0
400;"BG011C1";2010;86824;0
401;"BG011C1";2011;80947;0
402;"BG011C1";2012;80511;0
403;"BG011C1";2013;80143;0
404;"BG011C1";2014;79710;0
405;"BG012C1";2010;78920;0
406;"BG012C1";2011;80264;0
407;"BG012C1";2012;79169;0
408;"BG012C1";2013;78371;0
409;"BG012C1";2014;77382;0
410;"BG014C1";2010;77050;0
411;"BG014C1";2011;76456;0
412;"BG014C1";2012;75641;0
413;"BG014C1";2013;75334;0
414;"BG014C1";2014;74826;0
415;"BG015C1";2010;75346;0
416;"BG015C1";2011;72032;0
417;"BG015C1";2012;71437;0
418;"BG015C1";2013;71195;0
419;"BG015C1";2014;70728;0
420;"BG016C1";2010;70404;0
421;"BG016C1";2011;70902;0
422;"BG016C1";2012;70656;0
423;"BG016C1";2013;70562;0
424;"BG016C1";2014;70583;0
425;"BG017C1";2010;67099;0
426;"BG017C1";2011;68799;0
427;"BG017C1";2012;68735;0
428;"BG017C1";2013;68871;0
429;"BG017C1";2014;68984;0
430;"BG018C1";2010;61011;0
431;"BG018C1";2011;60741;0
432;"BG018C1";2012;59700;0
433;"BG018C1";2013;58856;0
434;"BG018C1";2014;57771;0
435;"CH001C1";1990;365043;0
436;"CH001C1";1996;360826;0
437;"CH001C1";2000;363273;0
438;"CH001C1";2004;364528;0
439;"CH001C1";2005;364977;0
440;"CH001C1";2006;366809;0
441;"CH001C1";2007;370062;0
442;"CH001C1";2008;376815;0
443;"CH001C1";2009;380499;0
444;"CH001C1";2010;382906;0
445;"CH001C1";2011;372857;0
446;"CH001C1";2012;376990;0
447;"CH001C1";2013;380777;0
448;"CH001C1";2014;384786;0
449;"CH002C1";1990;171042;0
450;"CH002C1";1996;176372;0
451;"CH002C1";2000;177964;0
452;"CH002C1";2004;184758;0
453;"CH002C1";2005;185526;0
454;"CH002C1";2006;185028;0
455;"CH002C1";2007;185893;0
456;"CH002C1";2008;185726;0
457;"CH002C1";2009;188068;0
458;"CH002C1";2010;189313;0
459;"CH002C1";2011;187470;0
460;"CH002C1";2012;188234;0
461;"CH002C1";2013;189033;0
462;"CH002C1";2014;191557;0
463;"CH003C1";1990;178428;0
464;"CH003C1";2000;166558;0
465;"CH003C1";2004;166192;0
466;"CH003C1";2005;166649;0
467;"CH003C1";2006;165803;0
468;"CH003C1";2007;165635;0
469;"CH003C1";2008;165956;0
470;"CH003C1";2009;167528;0
471;"CH003C1";2010;168010;0
472;"CH003C1";2011;163216;0
473;"CH003C1";2012;164516;0
474;"CH003C1";2013;165566;0
475;"CH003C1";2014;167386;0
476;"CH004C1";1990;136338;0
477;"CH004C1";1996;131046;0
478;"CH004C1";2000;128634;0
479;"CH004C1";2004;127519;0
480;"CH004C1";2005;127352;0
481;"CH004C1";2006;127421;0
482;"CH004C1";2007;127882;0
483;"CH004C1";2008;128345;0
484;"CH004C1";2009;129418;0
485;"CH004C1";2010;130289;0
486;"CH004C1";2011;124381;0
487;"CH004C1";2012;125681;0
488;"CH004C1";2013;127515;0
489;"CH004C1";2014;128848;0
490;"CH005C1";1990;128112;0
491;"CH005C1";1996;124560;0
492;"CH005C1";2000;124914;0
493;"CH005C1";2004;126815;0
494;"CH005C1";2005;127187;0
495;"CH005C1";2006;127593;0
496;"CH005C1";2007;128225;0
497;"CH005C1";2008;129265;0
498;"CH005C1";2009;130721;0
499;"CH005C1";2010;133269;0
500;"CH005C1";2011;127821;0
501;"CH005C1";2012;129383;0
502;"CH005C1";2013;130421;0
503;"CH005C1";2014;132788;0
504;"CH006C1";1990;86959;0
505;"CH006C1";2000;90483;0
506;"CH006C1";2004;94003;0
507;"CH006C1";2005;95482;0
508;"CH006C1";2006;96145;0
509;"CH006C1";2007;97732;0
510;"CH006C1";2008;99304;0
511;"CH006C1";2009;100977;0
512;"CH006C1";2010;101745;0
513;"CH006C1";2011;101308;0
514;"CH006C1";2012;103075;0
515;"CH006C1";2013;104468;0
516;"CH006C1";2014;105676;0
517;"CH007C1";1990;75237;0
518;"CH007C1";2000;72626;0
519;"CH007C1";2004;74213;0
520;"CH007C1";2005;73498;0
521;"CH007C1";2006;73177;0
522;"CH007C1";2007;73686;0
523;"CH007C1";2008;74105;0
524;"CH007C1";2009;74996;0
525;"CH007C1";2010;75802;0
526;"CH007C1";2011;72959;0
527;"CH007C1";2012;73505;0
528;"CH007C1";2013;74111;0
529;"CH007C1";2014;74581;0
530;"CH008C1";1990;76466;0
531;"CH008C1";2000;75425;0
532;"CH008C1";2004;76436;0
533;"CH008C1";2005;76409;0
534;"CH008C1";2006;76727;0
535;"CH008C1";2007;77327;0
536;"CH008C1";2008;78050;0
537;"CH008C1";2009;78875;0
538;"CH008C1";2010;79464;0
539;"CH008C1";2011;77491;0
540;"CH008C1";2012;78093;0
541;"CH008C1";2013;79478;0
542;"CH008C1";2014;80501;0
543;"CY001C1";1990;166900;0
544;"CY001C1";1991;171600;0
545;"CY001C1";1992;177451;0
546;"CY001C1";1993;182500;0
547;"CY001C1";1994;186400;0
548;"CY001C1";1995;189900;0
549;"CY001C1";1996;185514;0
550;"CY001C1";1997;195700;0
551;"CY001C1";1998;198200;0
552;"CY001C1";1999;200200;0
553;"CY001C1";2000;202300;0
554;"CY001C1";2001;200686;0
555;"CY001C1";2002;206200;0
556;"CY001C1";2003;208900;0
557;"CY001C1";2004;213500;0
558;"CY001C1";2005;219200;0
559;"CY001C1";2006;224500;0
560;"CY001C1";2007;228400;0
561;"CY001C1";2008;231800;0
562;"CY001C1";2009;234200;0
563;"CY001C1";2013;246400;0
564;"CY501C1";2001;156939;0
565;"CY501C1";2002;161200;0
566;"CY501C1";2003;163900;0
567;"CY501C1";2004;167800;0
568;"CY501C1";2005;172500;0
569;"CY501C1";2006;176900;0
570;"CY501C1";2007;180100;0
571;"CY501C1";2008;183000;0
572;"CY501C1";2009;185100;0
573;"CZ001C1";1990;1214885;0
574;"CZ001C1";1991;1214174;0
575;"CZ001C1";1992;1216889;0
576;"CZ001C1";1993;1217315;0
577;"CZ001C1";1994;1217023;0
578;"CZ001C1";1995;1214584;0
579;"CZ001C1";1996;1204953;0
580;"CZ001C1";1997;1204953;0
581;"CZ001C1";1998;1200455;0
582;"CZ001C1";1999;1193270;0
583;"CZ001C1";2000;1186855;0
584;"CZ001C1";2001;1169106;0
585;"CZ001C1";2002;1160118;0
586;"CZ001C1";2003;1161938;0
587;"CZ001C1";2004;1170571;0
588;"CZ001C1";2007;1212097;0
589;"CZ001C1";2008;1233211;0
590;"CZ001C1";2009;1249026;0
591;"CZ001C1";2010;1257158;0
592;"CZ001C1";2011;1241664;0
593;"CZ001C1";2012;1246780;0
594;"CZ001C1";2013;1243201;0
595;"CZ001C1";2014;1259079;0
596;"CZ002C1";1990;390986;0
597;"CZ002C1";1991;388296;0
598;"CZ002C1";1992;388454;0
599;"CZ002C1";1993;389999;0
600;"CZ002C1";1994;390112;0
601;"CZ002C1";1995;389965;0
602;"CZ002C1";1996;387570;0
603;"CZ002C1";1997;387570;0
604;"CZ002C1";1998;385866;0
605;"CZ002C1";1999;384727;0
606;"CZ002C1";2000;383569;0
607;"CZ002C1";2001;376172;0
608;"CZ002C1";2002;373272;0
609;"CZ002C1";2003;370505;0
610;"CZ002C1";2004;367729;0
611;"CZ002C1";2007;368533;0
612;"CZ002C1";2008;370592;0
613;"CZ002C1";2009;371399;0
614;"CZ002C1";2010;371371;0
615;"CZ002C1";2011;378965;0
616;"CZ002C1";2012;378327;0
617;"CZ002C1";2013;377508;0
618;"CZ002C1";2014;377440;0
619;"CZ003C1";1990;331219;0
620;"CZ003C1";1991;327371;0
621;"CZ003C1";1992;327413;0
622;"CZ003C1";1993;327055;0
623;"CZ003C1";1994;326242;0
624;"CZ003C1";1995;325670;0
625;"CZ003C1";1996;323870;0
626;"CZ003C1";1997;323870;0
627;"CZ003C1";1998;323177;0
628;"CZ003C1";1999;322111;0
629;"CZ003C1";2000;321263;0
630;"CZ003C1";2001;316744;0
631;"CZ003C1";2002;315442;0
632;"CZ003C1";2003;314102;0
633;"CZ003C1";2004;311402;0
634;"CZ003C1";2007;308374;0
635;"CZ003C1";2008;307767;0
636;"CZ003C1";2009;306006;0
637;"CZ003C1";2010;303609;0
638;"CZ003C1";2011;299622;0
639;"CZ003C1";2012;297421;0
640;"CZ003C1";2013;295653;0
641;"CZ003C1";2014;294200;0
642;"CZ004C1";1990;175550;0
643;"CZ004C1";1991;173791;0
644;"CZ004C1";1992;173218;0
645;"CZ004C1";1993;173077;0
646;"CZ004C1";1994;173082;0
647;"CZ004C1";1995;172600;0
648;"CZ004C1";1996;170449;0
649;"CZ004C1";1997;171267;0
650;"CZ004C1";1998;170227;0
651;"CZ004C1";1999;169237;0
652;"CZ004C1";2000;168361;0
653;"CZ004C1";2001;166118;0
654;"CZ004C1";2002;165218;0
655;"CZ004C1";2003;164703;0
656;"CZ004C1";2004;162627;0
657;"CZ004C1";2007;165238;0
658;"CZ004C1";2008;169273;0
659;"CZ004C1";2009;169935;0
660;"CZ004C1";2010;168808;0
661;"CZ004C1";2011;167302;0
662;"CZ004C1";2012;167472;0
663;"CZ004C1";2013;168034;0
664;"CZ004C1";2014;169033;0
665;"CZ005C1";1990;106463;0
666;"CZ005C1";1991;98178;0
667;"CZ005C1";1992;99920;0
668;"CZ005C1";1993;99654;0
669;"CZ005C1";1994;97290;0
670;"CZ005C1";1995;97248;0
671;"CZ005C1";1996;97041;0
672;"CZ005C1";1997;97041;0
673;"CZ005C1";1998;96906;0
674;"CZ005C1";1999;96493;0
675;"CZ005C1";2000;96070;0
676;"CZ005C1";2001;95436;0
677;"CZ005C1";2002;94871;0
678;"CZ005C1";2003;94544;0
679;"CZ005C1";2004;93859;0
680;"CZ005C1";2007;94960;0
681;"CZ005C1";2008;95289;0
682;"CZ005C1";2009;95477;0
683;"CZ005C1";2010;95464;0
684;"CZ005C1";2011;94258;0
685;"CZ005C1";2012;93747;0
686;"CZ005C1";2013;93523;0
687;"CZ005C1";2014;93409;0
688;"CZ006C1";2001;102607;0
689;"CZ006C1";2004;100752;0
690;"CZ006C1";2007;100373;0
691;"CZ006C1";2008;100373;0
692;"CZ006C1";2009;100362;0
693;"CZ006C1";2010;100233;0
694;"CZ006C1";2011;99529;0
695;"CZ006C1";2012;99471;0
696;"CZ006C1";2013;99489;0
697;"CZ006C1";2014;99809;0
698;"CZ007C1";2001;99102;0
699;"CZ007C1";2004;97400;0
700;"CZ007C1";2007;99721;0
701;"CZ007C1";2008;100914;0
702;"CZ007C1";2009;101625;0
703;"CZ007C1";2010;101865;0
704;"CZ007C1";2011;102005;0
705;"CZ007C1";2012;102113;0
706;"CZ007C1";2013;102301;0
707;"CZ007C1";2014;102562;0
708;"CZ008C1";2001;97339;0
709;"CZ008C1";2004;94622;0
710;"CZ008C1";2007;95071;0
711;"CZ008C1";2008;94936;0
712;"CZ008C1";2009;94865;0
713;"CZ008C1";2010;94754;0
714;"CZ008C1";2011;93620;0
715;"CZ008C1";2012;93467;0
716;"CZ008C1";2013;93253;0
717;"CZ008C1";2014;93285;0
718;"CZ009C1";2001;97155;0
719;"CZ009C1";2004;94694;0
720;"CZ009C1";2007;94252;0
721;"CZ009C1";2008;94497;0
722;"CZ009C1";2009;94493;0
723;"CZ009C1";2010;94318;0
724;"CZ009C1";2011;93490;0
725;"CZ009C1";2012;93035;0
726;"CZ009C1";2013;92904;0
727;"CZ009C1";2014;92808;0
728;"CZ010C1";2001;90889;0
729;"CZ010C1";2004;88415;0
730;"CZ010C1";2007;89245;0
731;"CZ010C1";2008;89892;0
732;"CZ010C1";2009;90077;0
733;"CZ010C1";2010;90401;0
734;"CZ010C1";2011;89552;0
735;"CZ010C1";2012;89467;0
736;"CZ010C1";2013;89432;0
737;"CZ010C1";2014;89693;0
738;"CZ011C1";2001;80854;0
739;"CZ011C1";2004;78599;0
740;"CZ011C1";2007;76140;0
741;"CZ011C1";2008;75860;0
742;"CZ011C1";2009;75714;0
743;"CZ011C1";2010;75469;0
744;"CZ011C1";2011;75660;0
745;"CZ011C1";2012;75555;0
746;"CZ011C1";2013;75278;0
747;"CZ011C1";2014;75112;0
748;"CZ012C1";2001;71132;0
749;"CZ012C1";2004;69355;0
750;"CZ012C1";2007;69675;0
751;"CZ012C1";2008;69906;0
752;"CZ012C1";2009;69938;0
753;"CZ012C1";2010;70665;0
754;"CZ012C1";2011;68682;0
755;"CZ012C1";2012;68551;0
756;"CZ012C1";2013;68519;0
757;"CZ012C1";2014;68552;0
758;"CZ013C1";2001;53358;0
759;"CZ013C1";2004;51537;0
760;"CZ013C1";2007;51202;0
761;"CZ013C1";2008;51459;0
762;"CZ013C1";2009;51320;0
763;"CZ013C1";2010;51115;0
764;"CZ013C1";2011;50594;0
765;"CZ013C1";2012;50172;0
766;"CZ013C1";2013;49864;0
767;"CZ013C1";2014;49781;0
768;"CZ014C1";2001;50702;0
769;"CZ014C1";2004;49865;0
770;"CZ014C1";2007;50795;0
771;"CZ014C1";2008;51143;0
772;"CZ014C1";2009;51222;0
773;"CZ014C1";2010;51154;0
774;"CZ014C1";2011;50669;0
775;"CZ014C1";2012;50598;0
776;"CZ014C1";2013;50510;0
777;"CZ014C1";2014;50521;0
778;"CZ015C1";2007;84033;0
779;"CZ015C1";2008;83558;0
780;"CZ015C1";2009;82896;0
781;"CZ015C1";2010;82022;0
782;"CZ015C1";2011;78503;0
783;"CZ015C1";2012;77371;0
784;"CZ015C1";2013;76109;0
785;"CZ015C1";2014;75049;0
786;"CZ016C1";2007;67543;0
787;"CZ016C1";2008;67438;0
788;"CZ016C1";2009;67518;0
789;"CZ016C1";2010;67466;0
790;"CZ016C1";2011;67058;0
791;"CZ016C1";2012;67490;0
792;"CZ016C1";2013;67332;0
793;"CZ016C1";2014;67089;0
794;"CZ017C1";2007;62881;0
795;"CZ017C1";2008;62661;0
796;"CZ017C1";2009;61948;0
797;"CZ017C1";2010;60679;0
798;"CZ017C1";2011;58833;0
799;"CZ017C1";2012;57842;0
800;"CZ017C1";2013;56848;0
801;"CZ017C1";2014;55985;0
802;"CZ018C2";2007;70806;0
803;"CZ018C2";2008;70820;0
804;"CZ018C2";2009;70718;0
