countryID,countryName,pollutantID,year,concentration,population,totStations,excStations,totStationsPop,excStationsPop
FR,France,BaP,2011,0.407143,64932944,7,1,2537297,595981
FR,France,BaP,2012,0.285652,65240637,23,0,6599971,0
FR,France,BaP,2013,0.292778,65615841,18,0,NULL,0
FR,France,NO2,1982,40.010000,NULL,3,1,83693,64576
FR,France,NO2,1983,40.775000,NULL,2,1,73521,64576
FR,France,NO2,1984,33.090000,NULL,1,0,8945,0
FR,France,NO2,1985,49.420000,NULL,1,1,64576,64576
FR,France,NO2,1999,35.701596,58496613,213,60,17847496,4265128
FR,France,NO2,2000,33.433640,58748743,250,65,19053805,4587756
FR,France,NO2,2001,31.833840,59038459,263,67,19818336,4590261
FR,France,NO2,2002,31.936176,59344025,272,66,20048849,4804838
FR,France,NO2,2003,34.167708,60083720,288,81,21485164,5870303
FR,France,NO2,2004,30.300447,61158363,291,51,21562466,3164288
FR,France,NO2,2005,30.841025,62298767,283,54,21544987,2605939
FR,France,NO2,2006,29.970455,63235742,286,50,21427211,2099747
FR,France,NO2,2007,29.478136,63779987,279,46,21623069,1858955
FR,France,NO2,2008,28.857216,64061747,273,39,21463420,981646
FR,France,NO2,2009,28.601346,64291153,260,47,21407020,1752107
FR,France,NO2,2010,28.638235,64611814,255,43,21383394,1187824
FR,France,NO2,2011,28.331510,64932944,245,43,21409908,1146106
FR,France,NO2,2012,27.415913,65240637,230,37,21022408,855397
FR,France,NO2,2013,26.868243,65615841,222,33,NULL,0
FR,France,O3,1982,102.500000,NULL,1,0,10172,0
FR,France,O3,1983,84.750000,NULL,1,0,8945,0
FR,France,O3,1984,81.630000,NULL,1,0,8945,0
FR,France,O3,1985,118.630000,NULL,1,0,10172,0
FR,France,O3,1999,112.175976,58496613,164,46,17532446,5927515
FR,France,O3,2000,103.733866,58748743,194,43,18319511,4259800
FR,France,O3,2001,116.906106,59038459,208,96,18703562,8302187
FR,France,O3,2002,109.674313,59344025,211,47,18450867,3770347
FR,France,O3,2003,134.007511,60083720,221,190,20518745,17844341
FR,France,O3,2004,111.850132,61158363,228,59,20609063,5896757
FR,France,O3,2005,112.612568,62298767,222,61,20609064,6084302
FR,France,O3,2006,120.416062,63235742,226,120,20593446,12014489
FR,France,O3,2007,107.648796,63779987,216,31,20663039,2970142
FR,France,O3,2008,105.897212,64061747,208,12,20530588,1320547
FR,France,O3,2009,106.660914,64291153,197,21,20337996,2448379
FR,France,O3,2010,112.046489,64611814,188,51,20338000,5465420
FR,France,O3,2011,112.080879,64932944,182,36,20247859,4091587
FR,France,O3,2012,103.468072,65240637,166,14,20269942,1741828
FR,France,O3,2013,111.724129,65615841,155,32,NULL,0
FR,France,PM10,2001,33.396040,59038459,101,2,12620581,101519
FR,France,PM10,2002,33.970930,59344025,172,5,18236157,116114
FR,France,PM10,2003,38.333333,60083720,186,18,18842701,721401
FR,France,PM10,2004,33.188172,61158363,186,8,19297231,388021
FR,France,PM10,2005,32.791444,62298767,187,11,19502553,243881
FR,France,PM10,2006,35.525714,63235742,175,15,19057506,304929
FR,France,PM10,2007,46.047619,63779987,168,51,18922391,4627337
FR,France,PM10,2008,40.270833,64061747,192,32,20508471,1543858
FR,France,PM10,2009,43.114754,64291153,183,41,20221445,3327277
FR,France,PM10,2010,40.848649,64611814,185,17,20465191,866071
FR,France,PM10,2011,44.032011,64932944,184,45,20567534,4089460
FR,France,PM10,2012,42.202044,65240637,181,27,20391947,1190088
FR,France,PM10,2013,40.622013,65615841,159,12,NULL,0
FR,France,PM2.5,2001,21.127143,59038459,7,1,2627764,382128
FR,France,PM2.5,2002,16.581818,59344025,22,2,7481206,475516
FR,France,PM2.5,2003,15.789130,60083720,23,1,8279507,93388
FR,France,PM2.5,2004,13.900000,61158363,27,1,8327915,93388
FR,France,PM2.5,2005,14.311935,62298767,31,2,9031062,98009
FR,France,PM2.5,2006,14.239231,63235742,39,1,10512168,93388
FR,France,PM2.5,2007,13.350606,63779987,33,0,9581349,0
FR,France,PM2.5,2008,17.957778,64061747,9,1,3865890,93388
FR,France,PM2.5,2009,17.765926,64291153,54,2,12536653,60192
FR,France,PM2.5,2010,17.623860,64611814,57,0,13687563,0
FR,France,PM2.5,2011,18.234627,64932944,67,5,14100273,377370
FR,France,PM2.5,2012,15.994384,65240637,73,0,16630593,0
FR,France,PM2.5,2013,15.253714,65615841,70,0,NULL,0
GB,"United Kingdom",BaP,1991,1.125000,NULL,4,2,7812826,733271
GB,"United Kingdom",BaP,1992,0.640000,NULL,5,1,7939462,435071
GB,"United Kingdom",BaP,1993,0.337500,NULL,4,0,7868589,0
GB,"United Kingdom",BaP,1994,0.396667,NULL,3,0,7570389,0
GB,"United Kingdom",BaP,1995,0.296667,NULL,3,0,7570389,0
GB,"United Kingdom",BaP,1996,0.400000,NULL,3,0,7570389,0
GB,"United Kingdom",BaP,1997,0.470000,NULL,3,0,7570389,0
GB,"United Kingdom",BaP,1998,0.192500,NULL,4,0,7570389,0
GB,"United Kingdom",BaP,1999,0.262000,NULL,5,0,7824391,0
GB,"United Kingdom",BaP,2000,0.366000,NULL,5,0,7824391,0
GB,"United Kingdom",BaP,2001,0.280000,NULL,10,0,10415079,0
GB,"United Kingdom",BaP,2002,0.200909,NULL,11,0,10415079,0
GB,"United Kingdom",BaP,2003,0.218182,NULL,11,0,10415079,0
GB,"United Kingdom",BaP,2004,0.271250,NULL,8,1,9468155,120816
GB,"United Kingdom",BaP,2005,0.270000,NULL,1,0,265359,0
GB,"United Kingdom",BaP,2006,0.150000,NULL,1,0,265359,0
GB,"United Kingdom",BaP,2007,0.233333,NULL,6,0,9569306,0
GB,"United Kingdom",BaP,2008,0.612308,NULL,13,1,10344128,126636
GB,"United Kingdom",BaP,2009,0.288750,NULL,16,1,11824759,99172
GB,"United Kingdom",BaP,2010,0.421034,NULL,29,4,11824759,219988
GB,"United Kingdom",BaP,2011,0.260667,NULL,15,0,11589464,0
GB,"United Kingdom",BaP,2012,0.291538,NULL,13,0,11154393,0
GB,"United Kingdom",BaP,2013,0.254545,NULL,11,0,NULL,0
GB,"United Kingdom",NO2,1980,34.230000,NULL,1,0,70873,0
GB,"United Kingdom",NO2,1981,35.230000,NULL,1,0,70873,0
GB,"United Kingdom",NO2,1982,42.300000,NULL,1,1,70873,70873
GB,"United Kingdom",NO2,1983,37.730000,NULL,1,0,70873,0
GB,"United Kingdom",NO2,1984,43.490000,NULL,1,1,70873,70873
GB,"United Kingdom",NO2,1986,66.950000,NULL,1,1,7008682,7008682
GB,"United Kingdom",NO2,1987,62.730000,NULL,3,3,7975515,7975515
GB,"United Kingdom",NO2,1988,57.818333,NULL,6,6,8284005,8284005
GB,"United Kingdom",NO2,1989,62.952857,NULL,7,7,8715537,8715537
GB,"United Kingdom",NO2,1990,57.100000,NULL,6,6,8715537,8715537
GB,"United Kingdom",NO2,1991,61.175714,NULL,7,7,8715537,8715537
GB,"United Kingdom",NO2,1992,60.096250,NULL,8,8,8715536,8715536
GB,"United Kingdom",NO2,1993,52.230667,NULL,15,15,11597022,11597022
GB,"United Kingdom",NO2,1994,50.700526,NULL,19,17,13035823,12300816
GB,"United Kingdom",NO2,1995,49.661000,NULL,20,18,13034082,12516692
GB,"United Kingdom",NO2,1996,47.275000,NULL,24,22,13526752,12791745
GB,"United Kingdom",NO2,1997,47.743333,NULL,42,29,14653497,9981330
GB,"United Kingdom",NO2,1998,44.820167,NULL,60,31,16665304,8514425
GB,"United Kingdom",NO2,1999,45.229531,NULL,64,32,16830794,7810713
GB,"United Kingdom",NO2,2000,41.787424,NULL,66,27,17284613,6220343
GB,"United Kingdom",NO2,2001,41.062603,NULL,73,27,18443411,6295122
GB,"United Kingdom",NO2,2002,37.769315,NULL,73,23,18166595,5495786
GB,"United Kingdom",NO2,2003,41.397353,NULL,68,26,17993127,6518236
GB,"United Kingdom",NO2,2004,38.168947,NULL,76,28,18598193,5670808
GB,"United Kingdom",NO2,2005,39.522090,NULL,67,28,16588814,6321497
GB,"United Kingdom",NO2,2006,38.625429,NULL,70,24,17051031,5537845
GB,"United Kingdom",NO2,2007,44.068621,NULL,29,13,12444763,4027769
GB,"United Kingdom",NO2,2008,35.849412,NULL,68,16,17752918,2918280
GB,"United Kingdom",NO2,2009,35.460597,NULL,67,18,17482119,4220037
GB,"United Kingdom",NO2,2010,37.521818,NULL,66,20,17300613,4501583
GB,"United Kingdom",NO2,2011,33.032576,NULL,66,14,17367406,4034581
GB,"United Kingdom",NO2,2012,33.209697,NULL,66,16,16177922,3053537
GB,"United Kingdom",NO2,2013,32.326000,NULL,65,16,NULL,0
GB,"United Kingdom",O3,1977,83.750000,NULL,1,0,7008682,0
GB,"United Kingdom",O3,1978,100.250000,NULL,1,0,70873,0
GB,"United Kingdom",O3,1979,80.000000,NULL,1,0,70873,0
GB,"United Kingdom",O3,1980,60.250000,NULL,1,0,70873,0
GB,"United Kingdom",O3,1981,40.000000,NULL,1,0,70873,0
GB,"United Kingdom",O3,1984,126.500000,NULL,1,1,70873,70873
GB,"United Kingdom",O3,1985,103.750000,NULL,2,0,7079555,0
GB,"United Kingdom",O3,1986,79.750000,NULL,1,0,7008682,0
GB,"United Kingdom",O3,1988,65.750000,NULL,2,0,7079555,0
GB,"United Kingdom",O3,1989,83.083333,NULL,3,0,7277702,0
GB,"United Kingdom",O3,1990,96.875000,NULL,2,0,269020,0
GB,"United Kingdom",O3,1991,69.250000,NULL,2,0,7079555,0
GB,"United Kingdom",O3,1992,78.886667,NULL,6,0,7795092,0
GB,"United Kingdom",O3,1993,71.977273,NULL,11,0,10297375,0
GB,"United Kingdom",O3,1994,77.910714,NULL,14,0,11345958,0
GB,"United Kingdom",O3,1995,89.464286,NULL,14,0,11344218,0
GB,"United Kingdom",O3,1996,78.216500,NULL,20,0,12955520,0
