"concID";"pollutantID";"stationID";"year";"concentration";"pctValid";"measurementCode";"population"
9332;"NO2";"FR04012";2008;90.0;97.0;"100";18678
9333;"NO2";"FR04012";2009;96.0;97.0;"100";31129
9334;"NO2";"FR04012";2010;94.0;96.0;"100";18678
9335;"NO2";"FR04012";2011;88.0;99.0;"100";15565
9336;"NO2";"FR04012";2012;82.0;98.0;"100";15565
9337;"NO2";"FR04014";1999;53.0;98.0;"100";236682
9338;"NO2";"FR04014";2000;54.0;93.0;"100";304306
9339;"NO2";"FR04014";2001;49.0;88.0;"100";355023
9340;"NO2";"FR04014";2002;45.0;93.0;"100";266267
9341;"NO2";"FR04014";2003;49.0;96.0;"100";355023
9342;"NO2";"FR04014";2004;44.0;93.0;"100";304306
9343;"NO2";"FR04014";2005;45.0;95.0;"100";304306
9344;"NO2";"FR04014";2006;41.0;98.0;"100";304306
9345;"NO2";"FR04014";2007;38.0;97.0;"100";304306
9346;"NO2";"FR04014";2008;39.0;98.0;"100";355023
9347;"NO2";"FR04014";2009;42.0;90.0;"100";355023
9348;"NO2";"FR04014";2010;39.0;94.0;"100";355023
9349;"NO2";"FR04014";2011;37.0;96.0;"100";304306
9350;"NO2";"FR04014";2012;36.0;98.0;"100";426028
9351;"NO2";"FR04015";1999;60.0;93.0;"100";236682
9352;"NO2";"FR04023";2000;22.0;88.0;"100";180977
9353;"NO2";"FR04023";2001;24.0;94.0;"100";180977
9354;"NO2";"FR04023";2002;23.0;98.0;"100";180977
9355;"NO2";"FR04023";2003;26.0;98.0;"100";180977
9356;"NO2";"FR04023";2004;22.0;99.0;"100";180977
9357;"NO2";"FR04023";2005;21.0;95.0;"100";180977
9358;"NO2";"FR04023";2006;22.0;97.0;"100";180977
9359;"NO2";"FR04023";2007;21.0;96.0;"100";180977
9360;"NO2";"FR04023";2008;20.0;96.0;"100";180977
9361;"NO2";"FR04023";2009;19.0;95.0;"100";180977
9362;"NO2";"FR04023";2010;20.0;98.0;"100";180977
9363;"NO2";"FR04023";2011;18.0;84.0;"100";180977
9364;"NO2";"FR04026";1999;39.0;98.0;"100";83266
9365;"NO2";"FR04029";1999;33.0;98.0;"100";170076
9366;"NO2";"FR04029";2000;29.0;90.0;"100";170076
9367;"NO2";"FR04029";2001;33.0;96.0;"100";170076
9368;"NO2";"FR04029";2002;30.0;98.0;"100";170076
9369;"NO2";"FR04029";2003;36.0;97.0;"100";170076
9370;"NO2";"FR04029";2004;29.0;94.0;"100";170076
9371;"NO2";"FR04029";2005;29.0;99.0;"100";170076
9372;"NO2";"FR04029";2006;24.0;92.0;"100";170076
9373;"NO2";"FR04029";2007;24.0;95.0;"100";170076
9374;"NO2";"FR04029";2008;28.0;95.0;"100";170076
9375;"NO2";"FR04029";2009;27.0;92.0;"100";170076
9376;"NO2";"FR04029";2010;28.0;98.0;"100";170076
9377;"NO2";"FR04029";2011;26.0;99.0;"100";170076
9378;"NO2";"FR04029";2012;24.0;99.0;"100";170076
9379;"NO2";"FR04031";1999;71.0;89.0;"100";18678
9380;"NO2";"FR04031";2000;72.0;98.0;"100";18678
9381;"NO2";"FR04031";2001;67.0;86.0;"100";23347
9382;"NO2";"FR04031";2002;68.0;96.0;"100";18678
9383;"NO2";"FR04031";2003;74.0;92.0;"100";18678
9384;"NO2";"FR04031";2004;66.0;93.0;"100";18678
9385;"NO2";"FR04031";2005;67.0;94.0;"100";18678
9386;"NO2";"FR04031";2006;66.0;89.0;"100";18678
9387;"NO2";"FR04031";2007;68.0;88.0;"100";18678
9388;"NO2";"FR04031";2008;66.0;86.0;"100";18678
9389;"NO2";"FR04031";2009;66.0;93.0;"100";31129
9390;"NO2";"FR04031";2010;67.0;92.0;"100";18678
9391;"NO2";"FR04031";2011;70.0;96.0;"100";15565
9392;"NO2";"FR04031";2012;63.0;94.0;"100";15565
9393;"NO2";"FR04033";1999;67.0;99.0;"100";236682
9394;"NO2";"FR04037";1999;50.0;96.0;"100";236682
9395;"NO2";"FR04037";2000;47.0;96.0;"100";304306
9396;"NO2";"FR04037";2001;48.0;92.0;"100";355023
9397;"NO2";"FR04037";2002;42.0;88.0;"100";266267
9398;"NO2";"FR04037";2003;47.0;96.0;"100";355023
9399;"NO2";"FR04037";2004;41.0;97.0;"100";304306
9400;"NO2";"FR04037";2005;39.0;96.0;"100";304306
9401;"NO2";"FR04037";2006;37.0;95.0;"100";304306
9402;"NO2";"FR04037";2007;36.0;96.0;"100";304306
9403;"NO2";"FR04037";2008;37.0;98.0;"100";355023
9404;"NO2";"FR04037";2009;38.0;90.0;"100";355023
9405;"NO2";"FR04037";2010;37.0;98.0;"100";355023
9406;"NO2";"FR04037";2011;35.0;98.0;"100";304306
9407;"NO2";"FR04037";2012;34.0;99.0;"100";426028
9408;"NO2";"FR04051";1999;42.0;98.0;"100";124309
9409;"NO2";"FR04051";2000;43.0;94.0;"100";124309
9410;"NO2";"FR04051";2001;40.0;95.0;"100";124309
9411;"NO2";"FR04051";2002;34.0;96.0;"100";124309
9412;"NO2";"FR04051";2003;41.0;91.0;"100";124309
9413;"NO2";"FR04051";2004;33.0;82.0;"100";124309
9414;"NO2";"FR04051";2005;35.0;99.0;"100";124309
9415;"NO2";"FR04051";2007;30.0;91.0;"100";124309
9416;"NO2";"FR04051";2008;29.0;96.0;"100";124309
9417;"NO2";"FR04051";2009;33.0;96.0;"100";124309
9418;"NO2";"FR04051";2010;31.0;98.0;"100";124309
9419;"NO2";"FR04051";2011;31.0;99.0;"100";124309
9420;"NO2";"FR04051";2012;29.0;94.0;"100";124309
9421;"NO2";"FR04053";1999;93.0;91.0;"100";18678
9422;"NO2";"FR04053";2000;94.0;89.0;"100";18678
9423;"NO2";"FR04053";2001;91.0;93.0;"100";23347
9424;"NO2";"FR04053";2002;93.0;93.0;"100";18678
9425;"NO2";"FR04053";2003;102.0;86.0;"100";18678
9426;"NO2";"FR04053";2004;102.0;95.0;"100";18678
9427;"NO2";"FR04053";2005;104.0;94.0;"100";18678
9428;"NO2";"FR04053";2006;99.0;97.0;"100";18678
9429;"NO2";"FR04053";2007;103.0;94.0;"100";18678
9430;"NO2";"FR04053";2008;105.0;93.0;"100";18678
9431;"NO2";"FR04055";2002;44.0;93.0;"100";266267
9432;"NO2";"FR04055";2003;47.0;97.0;"100";355023
9433;"NO2";"FR04055";2004;42.0;95.0;"100";304306
9434;"NO2";"FR04055";2005;41.0;88.0;"100";304306
9435;"NO2";"FR04055";2006;38.0;98.0;"100";304306
9436;"NO2";"FR04055";2007;36.0;97.0;"100";304306
9437;"NO2";"FR04055";2008;39.0;93.0;"100";355023
9438;"NO2";"FR04055";2009;37.0;92.0;"100";355023
9439;"NO2";"FR04055";2010;35.0;82.0;"100";355023
9440;"NO2";"FR04057";1999;50.0;92.0;"100";236682
9441;"NO2";"FR04057";2000;48.0;87.0;"100";304306
9442;"NO2";"FR04057";2001;46.0;91.0;"100";355023
9443;"NO2";"FR04057";2002;41.0;77.0;"100";266267
9444;"NO2";"FR04060";1999;55.0;95.0;"100";236682
9445;"NO2";"FR04060";2000;54.0;95.0;"100";304306
9446;"NO2";"FR04060";2001;51.0;87.0;"100";355023
9447;"NO2";"FR04060";2002;46.0;89.0;"100";266267
9448;"NO2";"FR04060";2003;51.0;90.0;"100";355023
9449;"NO2";"FR04060";2004;46.0;87.0;"100";304306
9450;"NO2";"FR04060";2005;47.0;96.0;"100";304306
9451;"NO2";"FR04060";2006;43.0;90.0;"100";304306
9452;"NO2";"FR04060";2007;43.0;93.0;"100";304306
9453;"NO2";"FR04060";2008;37.0;98.0;"100";355023
9454;"NO2";"FR04060";2009;41.0;93.0;"100";355023
9455;"NO2";"FR04060";2010;44.0;98.0;"100";355023
9456;"NO2";"FR04060";2011;43.0;98.0;"100";304306
9457;"NO2";"FR04060";2012;37.0;98.0;"100";426028
9458;"NO2";"FR04063";1999;28.0;96.0;"100";81464
9459;"NO2";"FR04063";2000;26.0;92.0;"100";81464
9460;"NO2";"FR04063";2001;24.0;88.0;"100";81464
9461;"NO2";"FR04063";2002;24.0;94.0;"100";81464
9462;"NO2";"FR04063";2003;27.0;97.0;"100";81464
9463;"NO2";"FR04063";2004;23.0;98.0;"100";81464
9464;"NO2";"FR04063";2005;22.0;98.0;"100";81464
9465;"NO2";"FR04063";2006;25.0;97.0;"100";81464
9466;"NO2";"FR04063";2007;23.0;95.0;"100";81464
9467;"NO2";"FR04063";2008;23.0;95.0;"100";81464
9468;"NO2";"FR04063";2009;22.0;90.0;"100";81464
9469;"NO2";"FR04063";2010;22.0;95.0;"100";81464
9470;"NO2";"FR04063";2011;22.0;92.0;"100";81464
9471;"NO2";"FR04063";2012;22.0;98.0;"100";81464
9472;"NO2";"FR04069";1999;30.0;96.0;"100";95465
9473;"NO2";"FR04069";2000;28.0;94.0;"100";95465
9474;"NO2";"FR04069";2001;28.0;88.0;"100";95465
9475;"NO2";"FR04069";2002;25.0;89.0;"100";95465
9476;"NO2";"FR04069";2003;27.0;96.0;"100";95465
9477;"NO2";"FR04069";2004;25.0;98.0;"100";95465
9478;"NO2";"FR04069";2005;25.0;98.0;"100";95465
9479;"NO2";"FR04069";2006;21.0;95.0;"100";95465
9480;"NO2";"FR04069";2007;23.0;98.0;"100";95465
9481;"NO2";"FR04069";2008;23.0;97.0;"100";95465
9482;"NO2";"FR04069";2009;25.0;83.0;"100";95465
9483;"NO2";"FR04069";2010;23.0;98.0;"100";95465
9484;"NO2";"FR04069";2011;20.0;88.0;"100";95465
9485;"NO2";"FR04069";2012;22.0;98.0;"100";95465
9486;"NO2";"FR04071";1999;72.0;94.0;"100";18678
9487;"NO2";"FR04071";2000;75.0;97.0;"100";18678
9488;"NO2";"FR04071";2001;70.0;92.0;"100";23347
9489;"NO2";"FR04071";2002;69.0;95.0;"100";18678
9490;"NO2";"FR04071";2003;68.0;85.0;"100";18678
9491;"NO2";"FR04071";2004;61.0;80.0;"100";18678
9492;"NO2";"FR04071";2005;69.0;91.0;"100";18678
9493;"NO2";"FR04071";2006;68.0;96.0;"100";18678
9494;"NO2";"FR04071";2007;67.0;95.0;"100";18678
9495;"NO2";"FR04071";2008;64.0;98.0;"100";18678
9496;"NO2";"FR04071";2009;65.0;83.0;"100";31129
9497;"NO2";"FR04071";2010;63.0;97.0;"100";18678
9498;"NO2";"FR04071";2011;64.0;97.0;"100";15565
9499;"NO2";"FR04071";2012;61.0;95.0;"100";15565
9500;"NO2";"FR04098";2004;31.0;96.0;"100";83266
9501;"NO2";"FR04098";2005;32.0;98.0;"100";83266
9502;"NO2";"FR04098";2006;30.0;97.0;"100";83266
9503;"NO2";"FR04098";2007;30.0;90.0;"100";83266
9504;"NO2";"FR04098";2008;30.0;87.0;"100";83266
9505;"NO2";"FR04098";2009;31.0;96.0;"100";83266
9506;"NO2";"FR04098";2010;30.0;98.0;"100";83266
9507;"NO2";"FR04098";2011;27.0;99.0;"100";83266
9508;"NO2";"FR04098";2012;28.0;97.0;"100";83266
9509;"NO2";"FR04118";2011;83.0;81.0;"1";15565
9510;"NO2";"FR04118";2012;77.0;98.0;"1";15565
9511;"NO2";"FR04122";2009;51.0;96.0;"100";4185
9512;"NO2";"FR04122";2010;51.0;98.0;"100";4185
9513;"NO2";"FR04122";2011;50.0;94.0;"100";4185
9514;"NO2";"FR04122";2012;46.0;98.0;"100";4185
9515;"NO2";"FR04131";2010;65.0;85.0;"100";18678
9516;"NO2";"FR04131";2011;68.0;92.0;"100";15565
9517;"NO2";"FR04131";2012;63.0;98.0;"100";15565
9518;"NO2";"FR04141";1999;82.0;94.0;"100";18678
9519;"NO2";"FR04141";2000;81.0;85.0;"100";18678
9520;"NO2";"FR04141";2001;78.0;89.0;"100";23347
9521;"NO2";"FR04141";2002;77.0;90.0;"100";18678
9522;"NO2";"FR04141";2003;82.0;86.0;"100";18678
9523;"NO2";"FR04141";2004;81.0;88.0;"100";18678
9524;"NO2";"FR04141";2005;83.0;91.0;"100";18678
9525;"NO2";"FR04141";2006;81.0;92.0;"100";18678
9526;"NO2";"FR04141";2007;69.0;94.0;"100";18678
9527;"NO2";"FR04141";2008;69.0;96.0;"100";18678
9528;"NO2";"FR04141";2010;71.0;98.0;"100";18678
9529;"NO2";"FR04141";2011;69.0;97.0;"100";15565
9530;"NO2";"FR04141";2012;64.0;95.0;"100";15565
9531;"NO2";"FR04143";2011;39.0;83.0;"1";304306
9532;"NO2";"FR04143";2012;39.0;98.0;"1";426028
9533;"NO2";"FR04149";1999;33.0;98.0;"100";82285
9534;"NO2";"FR04149";2000;30.0;98.0;"100";82285
9535;"NO2";"FR04149";2001;31.0;93.0;"100";82285
9536;"NO2";"FR04149";2002;29.0;91.0;"100";82285
9537;"NO2";"FR04149";2003;32.0;98.0;"100";82285
9538;"NO2";"FR04149";2004;30.0;97.0;"100";82285
9539;"NO2";"FR04149";2005;29.0;99.0;"100";82285
9540;"NO2";"FR04149";2006;24.0;99.0;"100";82285
9541;"NO2";"FR04149";2007;28.0;97.0;"100";82285
9542;"NO2";"FR04149";2008;26.0;93.0;"100";82285
9543;"NO2";"FR04149";2009;26.0;98.0;"100";82285
9544;"NO2";"FR04149";2010;29.0;93.0;"100";82285
9545;"NO2";"FR04149";2011;28.0;98.0;"100";82285
9546;"NO2";"FR04149";2012;26.0;99.0;"100";82285
9547;"NO2";"FR04160";1999;47.0;93.0;"100";236682
9548;"NO2";"FR04160";2000;46.0;91.0;"100";304306
9549;"NO2";"FR04160";2001;44.0;84.0;"100";355023
9550;"NO2";"FR04160";2002;41.0;90.0;"100";266267
9551;"NO2";"FR04160";2003;43.0;78.0;"100";355023
9552;"NO2";"FR04160";2004;35.0;94.0;"100";304306
9553;"NO2";"FR04160";2005;39.0;99.0;"100";304306
9554;"NO2";"FR04160";2006;37.0;93.0;"100";304306
9555;"NO2";"FR04160";2007;34.0;92.0;"100";304306
9556;"NO2";"FR04160";2008;33.0;99.0;"100";355023
9557;"NO2";"FR04160";2009;36.0;94.0;"100";355023
9558;"NO2";"FR04160";2010;35.0;97.0;"100";355023
9559;"NO2";"FR04160";2011;34.0;97.0;"100";304306
9560;"NO2";"FR04299";1999;25.0;94.0;"100";236682
9561;"NO2";"FR04299";2000;21.0;89.0;"100";304306
9562;"NO2";"FR04299";2002;23.0;79.0;"100";266267
9563;"NO2";"FR04299";2004;22.0;82.0;"100";304306
9564;"NO2";"FR04299";2005;22.0;91.0;"100";304306
9565;"NO2";"FR04299";2006;20.0;99.0;"100";304306
9566;"NO2";"FR04299";2007;18.0;91.0;"100";304306
9567;"NO2";"FR04299";2011;17.0;89.0;"100";304306
9568;"NO2";"FR04323";1999;40.0;94.0;"100";109389
9569;"NO2";"FR04323";2000;41.0;98.0;"100";109389
9570;"NO2";"FR04323";2001;38.0;94.0;"100";109389
9571;"NO2";"FR04323";2002;35.0;96.0;"100";109389
9572;"NO2";"FR04323";2003;37.0;95.0;"100";109389
9573;"NO2";"FR04323";2004;34.0;97.0;"100";109389
9574;"NO2";"FR04323";2005;33.0;97.0;"100";109389
9575;"NO2";"FR04323";2006;32.0;96.0;"100";109389
9576;"NO2";"FR04323";2007;33.0;98.0;"100";109389
9577;"NO2";"FR04323";2008;32.0;98.0;"100";109389
9578;"NO2";"FR04323";2009;28.0;98.0;"100";109389
9579;"NO2";"FR04323";2010;29.0;95.0;"100";109389
9580;"NO2";"FR04323";2011;29.0;99.0;"100";109389
9581;"NO2";"FR04323";2012;29.0;99.0;"100";109389
9582;"NO2";"FR05058";1999;43.0;94.0;"100";10172
9583;"NO2";"FR05064";1999;26.0;76.0;"100";232019
9584;"NO2";"FR05064";2000;19.0;97.0;"100";232019
9585;"NO2";"FR05064";2001;25.0;94.0;"100";116009
9586;"NO2";"FR05064";2002;22.0;90.0;"100";77340
9587;"NO2";"FR05064";2003;27.0;99.0;"100";77340
9588;"NO2";"FR05064";2004;18.0;98.0;"100";77340
9589;"NO2";"FR05064";2005;19.0;93.0;"100";77340
9590;"NO2";"FR05064";2006;19.0;96.0;"100";77340
9591;"NO2";"FR05064";2007;19.0;98.0;"100";77340
9592;"NO2";"FR05064";2008;18.0;93.0;"100";77340
9593;"NO2";"FR05070";2006;25.0;97.0;"100";77340
9594;"NO2";"FR05070";2007;26.0;94.0;"100";77340
9595;"NO2";"FR05070";2008;26.0;98.0;"100";77340
9596;"NO2";"FR05070";2009;25.0;97.0;"100";77340
9597;"NO2";"FR05070";2010;24.0;97.0;"100";77340
9598;"NO2";"FR05074";2001;25.0;96.0;"100";116009
9599;"NO2";"FR05074";2002;23.0;95.0;"100";77340
9600;"NO2";"FR05074";2003;30.0;99.0;"100";77340
9601;"NO2";"FR05074";2004;25.0;97.0;"100";77340
9602;"NO2";"FR05074";2005;23.0;92.0;"100";77340
9603;"NO2";"FR05077";2001;51.0;75.0;"100";10172
9604;"NO2";"FR05077";2002;48.0;97.0;"100";10172
9605;"NO2";"FR05077";2003;47.0;98.0;"100";10172
9606;"NO2";"FR05077";2004;46.0;96.0;"100";10172
9607;"NO2";"FR05077";2005;49.0;93.0;"100";10172
9608;"NO2";"FR05077";2006;44.0;96.0;"100";10172
9609;"NO2";"FR05077";2007;43.0;99.0;"100";10172
9610;"NO2";"FR05077";2008;44.0;99.0;"100";10172
9611;"NO2";"FR05077";2009;42.0;98.0;"100";10172
9612;"NO2";"FR05077";2010;42.0;98.0;"100";10172
9613;"NO2";"FR05077";2011;38.0;94.0;"100";10172
9614;"NO2";"FR05078";2002;24.0;87.0;"100";77340
9615;"NO2";"FR05078";2003;32.0;99.0;"100";77340
9616;"NO2";"FR05078";2004;25.0;98.0;"100";77340
9617;"NO2";"FR05078";2005;27.0;95.0;"100";77340
9618;"NO2";"FR05078";2006;25.0;99.0;"100";77340
9619;"NO2";"FR05078";2007;24.0;98.0;"100";77340
9620;"NO2";"FR05078";2008;24.0;98.0;"100";77340
9621;"NO2";"FR05078";2009;24.0;97.0;"100";77340
9622;"NO2";"FR05078";2010;24.0;98.0;"100";77340
9623;"NO2";"FR05078";2011;22.0;99.0;"100";116009
9624;"NO2";"FR05078";2012;22.0;92.0;"100";232019
9625;"NO2";"FR05086";2009;18.0;98.0;"100";77340
9626;"NO2";"FR05086";2010;19.0;98.0;"100";77340
9627;"NO2";"FR05086";2011;18.0;99.0;"100";116009
9628;"NO2";"FR05100";2012;44.0;97.0;"1";10172
9629;"NO2";"FR0526A";1982;33.0;91.0;"100";8945
9630;"NO2";"FR0526A";1983;33.0;87.0;"100";8945
9631;"NO2";"FR0526A";1984;33.0;85.0;"100";8945
9632;"NO2";"FR06001";1999;32.0;82.0;"100";90494
9633;"NO2";"FR06001";2000;26.0;96.0;"100";90494
9634;"NO2";"FR06001";2001;29.0;98.0;"100";90494
9635;"NO2";"FR06001";2002;28.0;94.0;"100";180987
9636;"NO2";"FR06001";2003;32.0;97.0;"100";180987
9637;"NO2";"FR06001";2004;28.0;98.0;"100";90494
9638;"NO2";"FR06001";2005;30.0;89.0;"100";90494
9639;"NO2";"FR06001";2006;25.0;94.0;"100";90494
9640;"NO2";"FR06001";2007;26.0;97.0;"100";90494
9641;"NO2";"FR06001";2008;27.0;91.0;"100";180987
9642;"NO2";"FR06001";2009;30.0;97.0;"100";180987
9643;"NO2";"FR06001";2010;26.0;98.0;"100";180987
9644;"NO2";"FR06001";2011;27.0;96.0;"100";180987
9645;"NO2";"FR06001";2012;23.0;99.0;"100";180987
9646;"NO2";"FR06002";1999;23.0;82.0;"100";90494
9647;"NO2";"FR06002";2000;20.0;98.0;"100";90494
9648;"NO2";"FR06002";2001;21.0;98.0;"100";90494
9649;"NO2";"FR06003";1999;25.0;80.0;"100";144633
9650;"NO2";"FR06003";2000;23.0;90.0;"100";48211
9651;"NO2";"FR06003";2001;26.0;99.0;"100";36158
9652;"NO2";"FR06003";2002;24.0;95.0;"100";48211
9653;"NO2";"FR06003";2003;28.0;99.0;"100";36158
9654;"NO2";"FR06003";2004;22.0;96.0;"100";36158
9655;"NO2";"FR06003";2005;20.0;81.0;"100";36158
9656;"NO2";"FR06003";2006;18.0;97.0;"100";48211
9657;"NO2";"FR06003";2007;29.0;97.0;"100";48211
9658;"NO2";"FR06003";2008;26.0;87.0;"100";48211
9659;"NO2";"FR06003";2009;26.0;99.0;"100";144633
9660;"NO2";"FR06003";2010;25.0;92.0;"100";144633
9661;"NO2";"FR06003";2011;25.0;96.0;"100";144633
9662;"NO2";"FR06003";2012;24.0;95.0;"100";144633
9663;"NO2";"FR06005";2000;22.0;98.0;"100";48211
9664;"NO2";"FR06005";2001;24.0;99.0;"100";36158
9665;"NO2";"FR06005";2002;25.0;96.0;"100";48211
9666;"NO2";"FR06005";2003;27.0;99.0;"100";36158
9667;"NO2";"FR06005";2004;20.0;91.0;"100";36158
9668;"NO2";"FR06005";2005;18.0;80.0;"100";36158
9669;"NO2";"FR06006";2001;40.0;99.0;"100";7935
9670;"NO2";"FR06006";2002;36.0;98.0;"100";7935
9671;"NO2";"FR06006";2003;42.0;96.0;"100";7935
9672;"NO2";"FR06006";2004;39.0;92.0;"100";7935
9673;"NO2";"FR06006";2005;37.0;90.0;"100";7935
9674;"NO2";"FR06006";2006;47.0;98.0;"100";7935
9675;"NO2";"FR06006";2007;41.0;93.0;"100";7935
9676;"NO2";"FR06006";2008;36.0;98.0;"100";7935
9677;"NO2";"FR06006";2009;34.0;99.0;"100";7935
9678;"NO2";"FR06006";2010;36.0;95.0;"100";7935
9679;"NO2";"FR06006";2011;34.0;98.0;"100";7935
9680;"NO2";"FR06006";2012;33.0;99.0;"100";7935
9681;"NO2";"FR06008";2000;19.0;93.0;"100";48211
9682;"NO2";"FR06008";2001;18.0;96.0;"100";36158
9683;"NO2";"FR06008";2002;18.0;86.0;"100";48211
9684;"NO2";"FR06008";2003;20.0;88.0;"100";36158
9685;"NO2";"FR06008";2004;18.0;99.0;"100";36158
9686;"NO2";"FR06008";2005;19.0;81.0;"100";36158
9687;"NO2";"FR06008";2006;19.0;95.0;"100";48211
9688;"NO2";"FR06008";2007;22.0;83.0;"100";48211
9689;"NO2";"FR06008";2008;17.0;99.0;"100";48211
9690;"NO2";"FR06010";2001;22.0;90.0;"100";36158
9691;"NO2";"FR06010";2003;27.0;95.0;"100";36158
9692;"NO2";"FR06010";2004;24.0;99.0;"100";36158
9693;"NO2";"FR06010";2005;26.0;82.0;"100";36158
9694;"NO2";"FR06010";2006;22.0;93.0;"100";48211
9695;"NO2";"FR06010";2007;25.0;94.0;"100";48211
9696;"NO2";"FR06010";2008;22.0;90.0;"100";48211
9697;"NO2";"FR06016";2001;33.0;77.0;"100";6341
9698;"NO2";"FR06016";2002;35.0;97.0;"100";6341
9699;"NO2";"FR06016";2003;38.0;94.0;"100";6341
9700;"NO2";"FR06016";2004;36.0;99.0;"100";6341
9701;"NO2";"FR06016";2005;37.0;86.0;"100";6341
9702;"NO2";"FR06016";2006;30.0;95.0;"100";6341
9703;"NO2";"FR06016";2007;29.0;95.0;"100";6341
9704;"NO2";"FR06018";2004;21.0;99.0;"100";90494
9705;"NO2";"FR06018";2005;23.0;82.0;"100";90494
9706;"NO2";"FR06018";2006;20.0;96.0;"100";90494
9707;"NO2";"FR06018";2007;25.0;99.0;"100";90494
9708;"NO2";"FR07001";1999;15.0;98.0;"100";52539
9709;"NO2";"FR07001";2000;13.0;98.0;"100";43783
9710;"NO2";"FR07001";2001;15.0;99.0;"100";52539
9711;"NO2";"FR07001";2002;14.0;99.0;"100";52539
9712;"NO2";"FR07001";2003;21.0;95.0;"100";43783
9713;"NO2";"FR07001";2004;16.0;98.0;"100";43783
9714;"NO2";"FR07001";2005;12.0;95.0;"100";43783
9715;"NO2";"FR07001";2006;13.0;97.0;"100";43783
9716;"NO2";"FR07001";2007;12.0;98.0;"100";32837
9717;"NO2";"FR07001";2008;12.0;99.0;"100";37528
9718;"NO2";"FR07001";2009;12.0;98.0;"100";37528
9719;"NO2";"FR07001";2010;13.0;99.0;"100";43783
9720;"NO2";"FR07001";2011;12.0;99.0;"100";52539
9721;"NO2";"FR07001";2012;12.0;99.0;"100";65674
9722;"NO2";"FR07003";1999;34.0;99.0;"100";52539
9723;"NO2";"FR07003";2000;31.0;98.0;"100";43783
9724;"NO2";"FR07003";2001;29.0;99.0;"100";52539
9725;"NO2";"FR07004";1999;31.0;97.0;"100";52539
9726;"NO2";"FR07004";2000;28.0;99.0;"100";43783
9727;"NO2";"FR07004";2001;26.0;99.0;"100";52539
9728;"NO2";"FR07004";2002;27.0;99.0;"100";52539
9729;"NO2";"FR07004";2003;29.0;99.0;"100";43783
9730;"NO2";"FR07004";2004;28.0;98.0;"100";43783
9731;"NO2";"FR07004";2005;28.0;98.0;"100";43783
9732;"NO2";"FR07004";2006;29.0;96.0;"100";43783
9733;"NO2";"FR07004";2007;27.0;97.0;"100";32837
9734;"NO2";"FR07004";2008;26.0;99.0;"100";37528
9735;"NO2";"FR07004";2009;26.0;98.0;"100";37528
9736;"NO2";"FR07004";2010;25.0;98.0;"100";43783
9737;"NO2";"FR07004";2011;26.0;97.0;"100";52539
9738;"NO2";"FR07004";2012;23.0;98.0;"100";65674
9739;"NO2";"FR07005";1999;29.0;99.0;"100";5758
9740;"NO2";"FR07005";2000;27.0;99.0;"100";5758
9741;"NO2";"FR07005";2001;30.0;97.0;"100";5758
9742;"NO2";"FR07005";2002;31.0;99.0;"100";5758
9743;"NO2";"FR07006";1999;28.0;96.0;"100";52539
9744;"NO2";"FR07006";2000;27.0;97.0;"100";43783
9745;"NO2";"FR07006";2001;26.0;99.0;"100";52539
9746;"NO2";"FR07006";2002;25.0;99.0;"100";52539
9747;"NO2";"FR07006";2003;24.0;98.0;"100";43783
9748;"NO2";"FR07006";2004;24.0;99.0;"100";43783
9749;"NO2";"FR07006";2005;22.0;98.0;"100";43783
9750;"NO2";"FR07006";2006;24.0;93.0;"100";43783
9751;"NO2";"FR07006";2007;24.0;97.0;"100";32837
9752;"NO2";"FR07006";2008;23.0;99.0;"100";37528
9753;"NO2";"FR07006";2009;25.0;93.0;"100";37528
9754;"NO2";"FR07006";2010;22.0;99.0;"100";43783
9755;"NO2";"FR07006";2011;23.0;98.0;"100";52539
9756;"NO2";"FR07007";1999;58.0;97.0;"100";5758
9757;"NO2";"FR07007";2000;56.0;98.0;"100";5758
9758;"NO2";"FR07007";2001;57.0;97.0;"100";5758
9759;"NO2";"FR07007";2002;57.0;97.0;"100";5758
9760;"NO2";"FR07007";2003;52.0;98.0;"100";11517
9761;"NO2";"FR07007";2004;47.0;98.0;"100";5758
9762;"NO2";"FR07008";1999;34.0;99.0;"100";52539
9763;"NO2";"FR07008";2000;31.0;99.0;"100";43783
9764;"NO2";"FR07008";2001;30.0;97.0;"100";52539
9765;"NO2";"FR07008";2002;32.0;99.0;"100";52539
9766;"NO2";"FR07008";2003;33.0;97.0;"100";43783
9767;"NO2";"FR07008";2004;30.0;99.0;"100";43783
9768;"NO2";"FR07008";2005;31.0;99.0;"100";43783
9769;"NO2";"FR07008";2006;31.0;99.0;"100";43783
9770;"NO2";"FR07008";2007;28.0;98.0;"100";32837
9771;"NO2";"FR07008";2008;28.0;97.0;"100";37528
9772;"NO2";"FR07008";2009;26.0;97.0;"100";37528
9773;"NO2";"FR07008";2010;26.0;99.0;"100";43783
9774;"NO2";"FR07008";2011;25.0;97.0;"100";52539
9775;"NO2";"FR07008";2012;25.0;99.0;"100";65674
9776;"NO2";"FR07009";2003;31.0;94.0;"100";43783
9777;"NO2";"FR07009";2004;28.0;99.0;"100";43783
9778;"NO2";"FR07009";2005;29.0;97.0;"100";43783
9779;"NO2";"FR07009";2006;29.0;99.0;"100";43783
9780;"NO2";"FR07009";2007;26.0;97.0;"100";32837
9781;"NO2";"FR07009";2008;26.0;98.0;"100";37528
